Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
13,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,32,1987,35.0,1.20,0.00,0.00,0.14,0.06,1.34,0.33,0.19,+0.19,6.43,19.3,33.4,22.3,4.66,57.4,44.3,7.80,82.8,61.9,9.46,0.86,9.1,0.46,0.46,0.37,Matches
14,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,23,1996,10.0,2.50,0.20,0.10,0.10,0.00,1.81,0.31,-0.69,-0.69,4.60,19.0,24.2,17.7,2.40,68.9,50.4,7.90,86.1,60.4,8.10,0.60,7.4,0.80,0.80,1.64,Matches
15,Tom Heaton\Tom-Heaton,eng ENG,GK,Aston Villa,33,1986,19.9,1.76,0.15,0.05,0.35,0.05,1.64,0.31,-0.07,-0.07,6.48,19.3,33.6,21.0,4.77,57.7,45.9,9.85,73.0,56.5,11.3,0.85,7.6,0.40,0.40,0.59,Matches
16,Dean Henderson\Dean-Henderson,eng ENG,GK,Sheffield Utd,22,1997,36.0,0.92,0.03,0.00,0.06,0.00,1.06,0.30,0.14,+0.14,7.00,23.7,29.5,21.6,2.75,77.7,58.7,7.17,96.5,75.7,8.08,0.64,7.9,0.47,0.47,0.38,Matches
17,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,32,1987,3.0,2.67,0.00,0.33,0.67,0.00,2.93,0.40,0.27,+0.28,10.3,29.3,35.2,21.3,2.00,82.8,56.2,13.0,89.7,67.2,11.7,1.00,8.6,0.33,0.33,4.90,Matches
18,Tim Krul\Tim-Krul,nl NED,GK,Norwich City,31,1988,36.0,1.89,0.08,0.03,0.36,0.08,1.81,0.32,0.00,0.00,7.25,20.4,35.6,33.8,4.94,45.1,39.8,9.25,55.3,45.1,10.6,0.78,7.3,0.47,0.47,0.39,Matches
19,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,27,1992,29.4,1.33,0.20,0.00,0.20,0.00,1.53,0.27,0.21,+0.21,3.06,10.9,28.1,25.1,5.92,28.1,31.9,8.54,44.6,40.0,9.29,0.61,6.6,0.61,0.61,0.46,Matches
20,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,32,1986,20.1,1.04,0.10,0.00,0.10,0.05,1.36,0.27,0.36,+0.36,6.62,14.9,44.3,20.8,4.08,49.9,40.7,7.41,61.1,44.1,9.40,0.55,5.8,0.20,0.20,0.57,Matches
21,David Martin\David-Martin,eng ENG,GK,West Ham,33,1986,4.8,1.25,0.00,0.00,0.21,0.00,1.63,0.39,0.38,+0.38,8.13,22.1,36.8,16.7,2.08,80.0,55.3,9.17,95.5,65.4,11.5,0.21,1.8,0.00,0.00,1.88,Matches
22,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,26,1992,8.6,1.05,0.12,0.00,0.35,0.00,1.50,0.29,0.45,+0.46,4.42,13.1,33.6,27.0,5.35,34.5,35.1,7.09,54.1,47.0,9.30,0.58,6.3,0.35,0.35,1.43,Matches
23,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,29,1989,28.0,1.25,0.04,0.00,0.14,0.04,1.45,0.36,0.23,+0.23,7.04,19.9,35.4,22.8,2.64,63.9,48.0,6.32,83.6,61.4,9.25,0.71,7.7,0.50,0.50,0.53,Matches
24,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,35,1984,1.8,3.33,0.00,0.00,0.00,0.00,2.72,0.36,-0.61,-0.62,5.00,16.1,31.0,20.6,5.56,54.1,38.4,7.78,64.3,45.8,8.89,0.00,0.0,0.56,0.57,8.50,Matches
25,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,29,1990,2.0,3.00,0.00,0.00,0.00,0.00,2.15,0.36,-0.85,-0.86,5.00,19.5,25.6,18.5,2.00,75.7,58.9,5.50,100.0,76.5,2.50,0.00,0.0,0.00,0.00,5.70,Matches
26,Ørjan Nyland\Orjan-Nyland,no NOR,GK,Aston Villa,28,1990,6.0,2.00,0.00,0.00,0.00,0.00,1.43,0.33,-0.57,-0.57,6.17,18.2,33.9,21.5,4.67,49.6,44.0,8.83,84.9,62.5,9.33,0.33,3.6,0.50,0.50,2.20,Matches
27,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,31,1988,38.0,1.05,0.03,0.03,0.18,0.03,1.06,0.32,0.03,+0.03,7.42,15.3,48.4,15.3,3.26,59.7,44.6,7.42,84.0,55.6,9.18,0.39,4.3,0.21,0.21,0.33,Matches
28,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,25,1994,38.0,1.47,0.08,0.08,0.16,0.08,1.28,0.32,-0.11,-0.11,8.24,20.6,39.9,28.9,4.71,55.6,45.8,7.18,63.0,53.4,8.29,0.66,7.9,0.61,0.61,0.38,Matches
29,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,27,1992,38.0,1.32,0.11,0.00,0.21,0.03,1.24,0.27,-0.05,-0.05,7.50,24.1,31.1,23.0,4.42,73.0,54.4,8.03,90.8,69.9,9.82,1.39,14.2,0.92,0.92,0.43,Matches
30,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,21,1998,37.0,1.68,0.14,0.11,0.14,0.00,1.67,0.32,-0.01,-0.01,5.38,17.7,30.4,22.6,4.97,53.7,44.8,7.81,71.6,58.9,8.68,0.54,6.2,0.46,0.46,0.38,Matches
31,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,32,1987,2.0,2.50,0.50,0.00,0.50,0.00,2.25,0.39,-0.25,-0.27,9.00,18.0,50.0,13.0,1.50,84.6,55.5,7.00,100.0,66.0,9.50,1.00,10.5,1.00,1.00,6.80,Matches
32,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,36,1982,12.0,1.67,0.17,0.00,0.25,0.00,1.55,0.33,-0.12,-0.12,9.42,19.1,49.3,25.2,3.92,54.3,42.4,7.75,69.9,49.3,9.17,0.58,6.4,0.67,0.67,1.28,Matches
33,Roberto\Roberto,es ESP,GK,West Ham,33,1986,7.6,2.24,0.13,0.13,0.39,0.13,2.13,0.30,0.03,+0.02,6.45,22.0,29.3,25.3,3.42,67.2,49.0,5.26,95.0,66.0,7.76,0.39,5.1,0.66,0.66,1.72,Matches
34,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,38.0,1.42,0.05,0.00,0.21,0.08,1.43,0.32,0.09,+0.09,7.16,13.9,51.6,31.3,6.11,33.8,33.8,7.21,45.6,38.7,8.26,0.63,7.6,0.50,0.50,0.37,Matches
35,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,38.0,1.08,0.21,0.00,0.18,0.05,1.11,0.28,0.08,+0.08,6.29,12.8,49.0,24.6,3.97,39.9,37.4,6.37,47.5,40.8,7.71,0.26,3.4,0.71,0.71,0.41,Matches
36,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,10.0,0.0,10.0,0.00,0.0,26.0,10.0,100.0,70.0,0.00,0.00,,0.00,0.00,,Matches
37,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,20,1999,1.0,3.00,0.00,0.00,0.00,0.00,2.60,0.52,-0.40,-0.39,7.00,13.0,53.8,24.0,5.00,33.3,34.5,8.00,62.5,45.4,7.00,0.00,0.0,0.00,0.00,14.9,Matches
