Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
492,Jack Price\Jack-Price,eng ENG,MF,Colorado,27,1992,14.6,0.00,0.34,0.14,40.0,0.34,0.14,0.00,0.00,29.8,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
493,Ralph Priso-Mbongue\Ralph-Priso-Mbongue,ca CAN,MFFW,Toronto FC,17,2002,1.8,0.00,0.56,0.00,0.0,0.57,0.00,0.00,,23.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
494,Kacper Przybyłko\Kacper-Przybylko,pl POL,FW,Philadelphia,26,1993,21.9,0.37,2.42,1.10,45.3,2.42,1.10,0.13,0.29,14.1,0.00,0.05,0.05,0.42,0.38,0.16,-0.05,-0.06,Matches
495,Alan Pulido\Alan-Pulido,mx MEX,FW,Sporting KC,28,1991,10.6,0.57,3.30,1.51,45.7,3.29,1.50,0.14,0.31,16.4,0.47,0.09,0.09,0.44,0.37,0.11,0.12,0.10,Matches
496,Roberto Punčec\Roberto-Puncec,hr CRO,DF,Sporting KC,28,1991,18.6,0.00,0.16,0.05,33.3,0.16,0.05,0.00,0.00,11.3,0.00,0.00,0.00,0.02,0.02,0.09,-0.02,-0.02,Matches
497,Andrew Putna\Andrew-Putna,us USA,GK,Real Salt Lake,25,1994,15.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
498,Valeri Qazaishvili\Valeri-Qazaishvili,ge GEO,FWMF,San Jose,27,1993,8.9,0.34,3.03,1.46,48.1,3.05,1.47,0.11,0.23,16.7,0.11,0.00,0.00,0.35,0.35,0.12,-0.01,-0.01,Matches
499,Darwin Quintero\Darwin-Quintero,co COL,FWMF,Houston,32,1987,18.7,0.37,3.10,1.23,39.7,3.10,1.23,0.12,0.30,19.7,0.43,0.00,0.05,0.32,0.27,0.09,0.06,0.10,Matches
500,Romell Quioto\Romell-Quioto,hn HON,FWMF,Montreal,28,1991,16.5,0.48,2.97,1.33,44.9,2.98,1.34,0.16,0.36,14.5,0.18,0.00,0.00,0.38,0.38,0.13,0.10,0.10,Matches
501,Jukka Raitala\Jukka-Raitala,fi FIN,DF,Montreal,31,1988,15.0,0.00,0.27,0.13,50.0,0.27,0.13,0.00,0.00,18.4,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
502,Christian Ramirez\Christian-Ramirez,us USA,FW,Houston,28,1991,7.5,0.27,1.73,0.93,53.8,1.73,0.93,0.15,0.29,17.8,0.00,0.00,0.00,0.36,0.36,0.21,-0.09,-0.09,Matches
503,Jeizon Ramírez\Jeizon-Ramirez,ve VEN,FWMF,Real Salt Lake,18,2001,1.0,0.00,5.00,1.00,20.0,4.95,0.99,0.00,0.00,24.6,0.00,0.00,0.00,0.20,0.20,0.03,-0.20,-0.20,Matches
504,Greg Ranjitsingh\Greg-Ranjitsingh,tt TRI,GK,Minnesota,26,1993,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
505,Ryan Raposo\Ryan-Raposo,ca CAN,MFFW,Vancouver,20,1999,4.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
506,Matthew Real\Matthew-Real,us USA,DF,Philadelphia,20,1999,7.0,0.14,1.00,0.29,28.6,1.00,0.29,0.14,0.50,27.2,0.00,0.00,0.00,0.03,0.03,0.03,0.11,0.11,Matches
507,Adrien Regattin\Adrien-Regattin,ma MAR,FWMF,FC Cincinnati,28,1991,7.0,0.00,1.29,0.43,33.3,1.29,0.43,0.00,0.00,20.3,0.29,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,Matches
508,Winston Reid\Winston-Reid,nz NZL,DF,Sporting KC,31,1988,8.1,0.12,0.37,0.12,33.3,0.37,0.12,0.33,1.00,5.7,0.00,0.00,0.00,0.05,0.05,0.15,0.07,0.07,Matches
509,Eric Remedi\Eric-Remedi,ar ARG,MF,Atlanta,24,1995,12.9,0.08,0.70,0.08,11.1,0.70,0.08,0.11,1.00,18.4,0.00,0.00,0.00,0.08,0.08,0.12,0.00,0.00,Matches
510,Justin Rennicks\Justin-Rennicks,us USA,FWDF,New England,20,1999,0.4,0.00,5.00,2.50,50.0,5.63,2.81,0.00,0.00,12.4,0.00,0.00,0.00,1.50,1.50,0.28,-1.50,-1.50,Matches
511,Andrés Reyes\Andres-Reyes,co COL,DF,Miami,20,1999,12.2,0.00,0.66,0.25,37.5,0.66,0.25,0.00,0.00,11.7,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
512,Yordy Reyna\Yordy-Reyna,pe PER,FWMF,Vancouver,26,1993,4.4,0.23,2.50,0.45,18.2,2.49,0.45,0.09,0.50,18.8,0.23,0.00,0.00,0.36,0.36,0.14,-0.14,-0.14,Matches
513,Yordy Reyna\Yordy-Reyna,pe PER,FWMF,D.C. United,26,1993,2.6,0.00,1.15,0.38,33.3,1.14,0.38,0.00,0.00,23.5,0.38,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
514,Andre Reynolds II\Andre-Reynolds-II,us USA,DF,Chicago,18,2001,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
515,Bryan Reynolds\Bryan-Reynolds,us USA,DF,FC Dallas,18,2001,14.1,0.00,0.28,0.07,25.0,0.28,0.07,0.00,0.00,17.8,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
516,Emanuel Reynoso\Emanuel-Reynoso,ar ARG,MFFW,Minnesota,24,1995,9.2,0.11,2.39,0.76,31.8,2.39,0.76,0.05,0.14,23.4,0.65,0.00,0.00,0.14,0.14,0.06,-0.03,-0.03,Matches
517,Andrés Ricaurte\Andres-Ricaurte,co COL,MF,FC Dallas,28,1991,12.3,0.08,1.38,0.49,35.3,1.38,0.49,0.06,0.17,25.4,0.00,0.00,0.00,0.10,0.10,0.07,-0.02,-0.02,Matches
518,Spencer Richey\Spencer-Richey,us USA,GK,FC Cincinnati,27,1992,9.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
519,Tosaint Ricketts\Tosaint-Ricketts,ca CAN,FWMF,Vancouver,32,1987,5.1,0.39,0.98,0.39,40.0,0.97,0.39,0.40,1.00,16.4,0.00,0.00,0.00,0.22,0.22,0.22,0.18,0.18,Matches
520,Alexander Ring\Alexander-Ring,fi FIN,MFFW,NYCFC,28,1991,22.4,0.18,1.16,0.31,26.9,1.16,0.31,0.15,0.57,20.2,0.00,0.00,0.00,0.13,0.13,0.11,0.05,0.05,Matches
521,Andrés Ríos\Andres-Rios,ar ARG,FWMF,San Jose,30,1989,18.9,0.26,1.38,0.37,26.9,1.37,0.37,0.15,0.57,13.4,0.00,0.05,0.05,0.21,0.17,0.13,0.05,0.04,Matches
522,Gelmin Rivas\Gelmin-Rivas,ve VEN,FW,D.C. United,30,1989,5.6,0.36,2.86,0.89,31.3,2.86,0.89,0.13,0.40,13.0,0.18,0.00,0.00,0.20,0.20,0.07,0.16,0.16,Matches
523,Robinho\Robinho,br BRA,DFMF,Orlando City,25,1995,1.6,0.00,1.88,0.63,33.3,1.87,0.62,0.00,0.00,20.1,0.00,0.00,0.00,0.19,0.19,0.09,-0.19,-0.19,Matches
524,Miles Robinson\Miles-Robinson,us USA,DF,Atlanta,22,1997,15.5,0.00,0.52,0.06,12.5,0.52,0.06,0.00,0.00,8.3,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
525,Robbie Robinson\Robbie-Robinson,us USA,FW,Miami,21,1998,4.8,0.00,2.29,0.42,18.2,2.30,0.42,0.00,0.00,12.8,0.21,0.00,0.00,0.23,0.23,0.10,-0.23,-0.23,Matches
526,Luis Robles\Luis-Robles,us USA,GK,Miami,35,1984,15.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
527,Tony Rocha\Tony-Rocha,bz BLZ,MFFW,NYCFC,26,1993,0.6,1.67,6.67,3.33,50.0,6.21,3.10,0.25,0.50,17.8,0.00,0.00,0.00,0.67,0.67,0.09,1.00,1.00,Matches
528,Brian Rodríguez\Brian-Rodriguez,uy URU,FW,Los Angeles FC,19,2000,16.0,0.13,2.94,1.19,40.4,2.94,1.19,0.04,0.11,18.1,0.44,0.00,0.00,0.33,0.33,0.11,-0.20,-0.20,Matches
529,Memo Rodriguez\Memo-Rodriguez,us USA,MFFW,Houston,24,1995,17.7,0.28,3.05,0.90,29.6,3.05,0.90,0.09,0.31,20.6,0.17,0.00,0.00,0.25,0.25,0.09,0.03,0.03,Matches
530,Alex Roldan\Alex-Roldan,us USA,DFFW,Seattle,23,1996,6.4,0.00,0.47,0.00,0.0,0.47,0.00,0.00,,23.3,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
531,Cristian Roldan\Cristian-Roldan,us USA,FWMF,Seattle,24,1995,21.0,0.10,1.19,0.38,32.0,1.19,0.38,0.08,0.25,13.8,0.00,0.00,0.00,0.18,0.18,0.15,-0.09,-0.09,Matches
532,David Romney\David-Romney,us USA,DF,Nashville,26,1993,23.0,0.04,0.52,0.13,25.0,0.52,0.13,0.08,0.33,11.6,0.00,0.00,0.00,0.03,0.03,0.07,0.01,0.01,Matches
533,Eloy Room\Eloy-Room,cw CUW,GK,Columbus,30,1989,16.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
534,Andy Rose\Andy-Rose,au AUS,DFMF,Vancouver,29,1990,9.5,0.00,0.42,0.21,50.0,0.42,0.21,0.00,0.00,8.4,0.00,0.00,0.00,0.04,0.04,0.10,-0.04,-0.04,Matches
535,Oriol Rosell\Oriol-Rosell,es ESP,MF,Orlando City,27,1992,6.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
536,Keegan Rosenberry\Keegan-Rosenberry,us USA,DF,Colorado,26,1993,15.1,0.07,0.86,0.33,38.5,0.86,0.33,0.08,0.20,21.8,0.00,0.00,0.00,0.04,0.04,0.05,0.03,0.03,Matches
537,Matheus Rossetto\Matheus-Rossetto,br BRA,MFFW,Atlanta,23,1996,8.7,0.00,0.34,0.11,33.3,0.35,0.12,0.00,0.00,23.4,0.11,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
538,Diego Rossi\Diego-Rossi,uy URU,FW,Los Angeles FC,21,1998,18.8,0.74,3.78,1.81,47.9,3.77,1.80,0.18,0.38,16.3,0.05,0.05,0.05,0.63,0.59,0.16,0.12,0.11,Matches
539,Giuseppe Rossi\Giuseppe-Rossi,it ITA,FWMF,Real Salt Lake,32,1987,1.9,0.53,3.16,1.58,50.0,3.10,1.55,0.17,0.33,21.2,0.00,0.00,0.00,0.16,0.16,0.05,0.37,0.37,Matches
540,Brian Rowe\Brian-Rowe,us USA,GK,Orlando City,31,1988,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
541,Kelyn Rowe\Kelyn-Rowe,us USA,MFFW,New England,28,1991,9.9,0.00,1.72,0.40,23.5,1.71,0.40,0.00,0.00,17.2,0.00,0.00,0.00,0.14,0.14,0.08,-0.14,-0.14,Matches
542,Daniel Royer\Daniel-Royer,at AUT,FW,NY Red Bulls,29,1990,15.0,0.27,2.07,0.67,32.3,2.07,0.67,0.13,0.40,15.8,0.00,0.00,0.00,0.28,0.28,0.14,-0.01,-0.01,Matches
543,Ruan\Ruan,br BRA,DF,Orlando City,24,1995,17.7,0.00,0.34,0.11,33.3,0.34,0.11,0.00,0.00,15.2,0.00,0.00,0.00,0.05,0.05,0.14,-0.05,-0.05,Matches
544,Diego Rubio\Diego-Rubio,cl CHI,FW,Colorado,26,1993,11.5,0.26,2.00,0.61,30.4,2.00,0.61,0.13,0.43,16.9,0.17,0.00,0.00,0.23,0.23,0.12,0.03,0.03,Matches
545,Raúl Ruidíaz\Raul-Ruidiaz,pe PER,FW,Seattle,29,1990,15.8,0.76,3.61,1.39,38.6,3.61,1.39,0.19,0.50,15.5,0.00,0.06,0.06,0.61,0.56,0.16,0.15,0.13,Matches
546,Pablo Ruíz\Pablo-Ruiz,ar ARG,MF,Real Salt Lake,21,1998,14.7,0.07,2.24,0.54,24.2,2.25,0.55,0.03,0.13,25.2,0.14,0.00,0.00,0.07,0.07,0.03,-0.01,-0.01,Matches
547,Albert Rusnák\Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,25,1994,14.3,0.21,2.03,0.35,17.2,2.03,0.35,0.03,0.20,20.4,0.21,0.14,0.21,0.34,0.18,0.09,-0.13,-0.11,Matches
548,Johnny Russell\Johnny-Russell,sco SCO,FWMF,Sporting KC,29,1990,16.9,0.36,2.84,0.95,33.3,2.83,0.94,0.13,0.38,18.5,0.41,0.00,0.00,0.35,0.35,0.12,0.01,0.01,Matches
549,Marc Rzatkowski\Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,29,1990,7.8,0.00,0.90,0.38,42.9,0.90,0.39,0.00,0.00,24.7,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
550,Michael Salazar\Michael-Salazar,bz BLZ,FW,Houston,27,1992,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
551,Shea Salinas\Shea-Salinas,us USA,MFDF,San Jose,33,1986,8.8,0.23,1.14,0.45,40.0,1.14,0.46,0.20,0.50,11.5,0.00,0.00,0.00,0.14,0.14,0.12,0.09,0.09,Matches
552,Dániel Sallói\Daniel-Salloi,hu HUN,MF,Sporting KC,23,1996,1.9,0.00,2.63,1.05,40.0,2.66,1.07,0.00,0.00,13.7,0.00,0.00,0.00,0.42,0.42,0.15,-0.42,-0.42,Matches
553,Ilie Sánchez\Ilie-Sanchez,es ESP,MF,Sporting KC,29,1990,14.0,0.00,0.57,0.14,25.0,0.57,0.14,0.00,0.00,13.5,0.00,0.00,0.00,0.06,0.06,0.10,-0.06,-0.06,Matches
554,Richard Sánchez\Richard-Sanchez,mx MEX,GK,Sporting KC,25,1994,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
555,James Sands\James-Sands,us USA,MFDF,NYCFC,19,2000,15.6,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,16.4,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,Matches
556,Harold Santiago Mosquera\Harold-Santiago-Mosquera,co COL,FW,FC Dallas,24,1995,4.6,0.87,3.70,1.96,52.9,3.70,1.96,0.24,0.44,17.2,0.00,0.00,0.00,0.43,0.43,0.12,0.43,0.43,Matches
557,Sergio Santos Gomes\Sergio-Santos-Gomes,br BRA,FW,Philadelphia,25,1994,13.4,0.60,2.39,0.97,40.6,2.39,0.97,0.25,0.62,13.1,0.00,0.00,0.00,0.48,0.48,0.20,0.12,0.12,Matches
558,Pedro Santos\Pedro-Santos,pt POR,FWMF,Columbus,31,1988,20.4,0.29,2.16,0.74,34.1,2.16,0.74,0.11,0.33,20.5,0.15,0.05,0.05,0.23,0.19,0.09,0.06,0.05,Matches
559,C.J. Sapong\CJ-Sapong,us USA,FW,Chicago,31,1988,5.3,0.38,1.51,0.38,25.0,1.51,0.38,0.13,0.50,12.2,0.00,0.19,0.19,0.36,0.23,0.15,0.02,-0.04,Matches
560,Joseph Scally\Joseph-Scally,us USA,DF,NYCFC,17,2002,0.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
561,Rodrigo Schlegel\Rodrigo-Schlegel,ar ARG,DF,Orlando City,22,1997,7.2,0.00,0.14,0.00,0.0,0.14,0.00,0.00,,6.0,0.00,0.00,0.00,0.03,0.03,0.15,-0.03,-0.03,Matches
562,Tate Schmitt\Tate-Schmitt,us USA,DFFW,Real Salt Lake,22,1997,2.8,0.00,0.36,0.00,0.0,0.35,0.00,0.00,,18.4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
563,Aaron Schoenfeld\Aaron-Schoenfeld,us USA,FW,Minnesota,29,1990,4.4,0.23,2.73,0.91,33.3,2.71,0.90,0.08,0.25,11.9,0.00,0.00,0.00,0.27,0.27,0.10,-0.05,-0.05,Matches
564,Patrick Seagrist\Patrick-Seagrist,us USA,DF,NY Red Bulls,21,1998,2.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
565,Dante Sealy\Dante-Sealy,us USA,FWDF,FC Dallas,16,2003,0.6,0.00,3.33,0.00,0.0,3.40,0.00,0.00,,11.0,0.00,0.00,0.00,0.33,0.33,0.09,-0.33,-0.33,Matches
566,Eddie Segura\Eddie-Segura,co COL,DF,Los Angeles FC,22,1997,20.9,0.10,0.81,0.24,29.4,0.81,0.24,0.12,0.40,12.0,0.00,0.00,0.00,0.08,0.08,0.10,0.01,0.01,Matches
567,Ulises Segura\Ulises-Segura,cr CRC,FWMF,D.C. United,26,1993,7.6,0.00,1.18,0.66,55.6,1.19,0.66,0.00,0.00,19.2,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
568,Chris Seitz\Chris-Seitz,us USA,GK,D.C. United,32,1987,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
569,Amar Sejdic\Amar-Sejdic,us USA,MF,Montreal,23,1996,7.6,0.26,1.58,0.66,41.7,1.57,0.65,0.17,0.40,21.8,0.00,0.00,0.00,0.13,0.13,0.08,0.13,0.13,Matches
570,Boris Sekulić\Boris-Sekulic,sk SVK,DF,Chicago,28,1991,20.2,0.10,0.59,0.20,33.3,0.59,0.20,0.17,0.50,12.1,0.00,0.00,0.00,0.09,0.09,0.15,0.01,0.01,Matches
571,Brandon Servania\Brandon-Servania,us USA,MF,FC Dallas,20,1999,4.5,0.00,0.67,0.00,0.0,0.67,0.00,0.00,,17.2,0.00,0.00,0.00,0.09,0.09,0.14,-0.09,-0.09,Matches
572,Jacob Shaffelburg\Jacob-Shaffelburg,ca CAN,MFFW,Toronto FC,20,1999,1.4,0.00,0.71,0.00,0.0,0.70,0.00,0.00,,21.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
573,Brek Shea\Brek-Shea,us USA,FWDF,Miami,29,1990,7.0,0.57,1.86,0.86,46.2,1.85,0.85,0.31,0.67,12.5,0.00,0.00,0.00,0.31,0.31,0.17,0.26,0.26,Matches
574,Khiry Shelton\Khiry-Shelton,us USA,FWMF,Sporting KC,26,1993,16.1,0.31,1.74,0.81,46.4,1.74,0.81,0.18,0.38,11.7,0.00,0.00,0.00,0.30,0.30,0.17,0.01,0.01,Matches
575,Andre Shinyashiki\Andre-Shinyashiki,br BRA,FW,Colorado,24,1995,11.4,0.35,2.89,1.58,54.5,2.89,1.58,0.12,0.22,14.5,0.00,0.00,0.00,0.31,0.31,0.11,0.04,0.04,Matches
576,Harry Shipp\Harry-Shipp,us USA,MFFW,Seattle,28,1991,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
577,Shamit Shome\Shamit-Shome,ca CAN,DFMF,Montreal,22,1997,3.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
578,Bobby Shuttleworth\Bobby-Shuttleworth,us USA,GK,Chicago,32,1987,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
579,Danilo da Silva\Danilo-da-Silva,br BRA,DF,Los Angeles FC,33,1986,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
580,Marcelo Silva\Marcelo-Silva,uy URU,DF,Real Salt Lake,30,1989,14.5,0.00,0.69,0.21,30.0,0.69,0.21,0.00,0.00,9.5,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
581,Josh Sims\Josh-Sims,eng ENG,MF,NY Red Bulls,22,1997,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
582,Seth Sinovic\Seth-Sinovic,us USA,DF,New England,33,1987,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
583,Pablo Sisniega\Pablo-Sisniega,mx MEX,GK,Los Angeles FC,24,1995,14.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
584,Axel Sjöberg\Axel-Sjoberg,se SWE,DFMF,D.C. United,28,1991,1.9,0.00,1.05,0.53,50.0,1.06,0.53,0.00,0.00,11.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
585,Jack Skahan\Jack-Skahan,us USA,MF,San Jose,21,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,,0.00,0.00,,,,,,Matches
586,Brad Smith\Brad-Smith,au AUS,DFFW,Seattle,25,1994,1.7,0.00,1.18,0.59,50.0,1.20,0.60,0.00,0.00,20.2,0.00,0.00,0.00,0.06,0.06,0.03,-0.06,-0.06,Matches
587,Graham Smith\Graham-Smith,us USA,DF,Sporting KC,24,1995,3.5,0.00,0.29,0.00,0.0,0.29,0.00,0.00,,10.0,0.00,0.00,0.00,0.06,0.06,0.16,-0.06,-0.06,Matches
588,Kyle Smith\Kyle-Smith,us USA,DF,Orlando City,28,1992,11.4,0.00,0.70,0.44,62.5,0.70,0.44,0.00,0.00,19.2,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
589,Erik Sorga\Erik-Sorga,ee EST,FW,D.C. United,20,1999,7.5,0.13,2.13,0.53,25.0,2.13,0.53,0.06,0.25,16.5,0.00,0.00,0.00,0.25,0.25,0.12,-0.12,-0.12,Matches
590,Connor Sparrow\Connor-Sparrow,us USA,GK,Chicago,25,1994,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
591,Dayne St. Clair\Dayne-St-Clair,ca CAN,GK,Minnesota,22,1997,13.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
592,Caleb Stanko\Caleb-Stanko,us USA,MF,FC Cincinnati,26,1993,5.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
593,Daniel Steres\Daniel-Steres,us USA,DF,LA Galaxy,29,1990,20.0,0.05,0.45,0.10,22.2,0.45,0.10,0.11,0.50,8.4,0.00,0.00,0.00,0.06,0.06,0.12,-0.01,-0.01,Matches
594,Luka Stojanović\Luka-Stojanovic,rs SRB,MF,Chicago,26,1994,0.7,0.00,4.29,1.43,33.3,4.43,1.48,0.00,0.00,17.8,1.43,0.00,0.00,0.14,0.14,0.04,-0.14,-0.14,Matches
595,Jared Stroud\Jared-Stroud,us USA,FWMF,NY Red Bulls,23,1996,10.3,0.00,0.68,0.00,0.0,0.68,0.00,0.00,,19.9,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
596,Aljaž Struna\Aljaz-Struna,si SVN,DF,Houston,29,1990,15.9,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,9.4,0.00,0.00,0.00,0.01,0.01,0.12,-0.01,-0.01,Matches
597,Gustav Svensson\Gustav-Svensson,se SWE,MF,Seattle,32,1987,10.6,0.00,0.85,0.19,22.2,0.85,0.19,0.00,0.00,18.1,0.09,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
598,Ben Sweat\Ben-Sweat,us USA,DF,Miami,28,1991,18.5,0.00,0.59,0.27,45.5,0.59,0.27,0.00,0.00,17.0,0.00,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,Matches
599,Ballou Tabla\Ballou-Tabla,ca CAN,FW,Montreal,20,1999,1.1,0.91,5.45,1.82,33.3,5.29,1.76,0.17,0.50,19.1,0.00,0.00,0.00,0.64,0.64,0.12,0.27,0.27,Matches
600,Saphir Taïder\Saphir-Taider,dz ALG,MF,Montreal,27,1992,10.6,0.38,1.42,0.19,13.3,1.42,0.19,0.07,0.50,21.9,0.19,0.28,0.28,0.33,0.11,0.08,0.05,-0.02,Matches
601,Ismael Tajouri-Shradi\Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,25,1994,7.5,0.40,2.67,1.07,40.0,2.67,1.07,0.10,0.25,21.2,0.27,0.13,0.13,0.36,0.27,0.10,0.04,0.00,Matches
602,Andrew Tarbell\Andrew-Tarbell,us USA,GK,Columbus,26,1993,6.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
603,Amro Tarek\Amro-Tarek,eg EGY,DF,NY Red Bulls,27,1992,10.4,0.00,0.10,0.00,0.0,0.10,0.00,0.00,,7.0,0.00,0.00,0.00,0.01,0.01,0.09,-0.01,-0.01,Matches
604,Russell Teibert\Russell-Teibert,ca CAN,MF,Vancouver,27,1992,17.6,0.00,0.28,0.17,60.0,0.28,0.17,0.00,0.00,19.6,0.00,0.00,0.00,0.04,0.04,0.13,-0.04,-0.04,Matches
605,Carlos Terán\Carlos-Teran,co COL,MFDF,Chicago,19,2000,0.2,0.00,5.00,0.00,0.0,5.63,0.00,0.00,,17.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
606,Tanner Tessmann\Tanner-Tessmann,us USA,MF,FC Dallas,18,2001,11.2,0.00,1.43,0.36,25.0,1.43,0.36,0.00,0.00,25.3,0.09,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
607,Samuel Tetteh\Samuel-Tetteh,gh GHA,FWMF,NY Red Bulls,23,1996,3.7,0.00,2.16,0.27,12.5,2.17,0.27,0.00,0.00,15.2,0.54,0.00,0.00,0.24,0.24,0.11,-0.24,-0.24,Matches
608,Tommy Thompson\Tommy-Thompson,us USA,DFMF,San Jose,24,1995,12.5,0.08,0.80,0.32,40.0,0.80,0.32,0.10,0.25,13.5,0.00,0.00,0.00,0.10,0.10,0.13,-0.02,-0.02,Matches
609,Anton Tinnerholm\Anton-Tinnerholm,se SWE,DF,NYCFC,28,1991,22.2,0.18,0.95,0.27,28.6,0.94,0.27,0.19,0.67,18.9,0.00,0.00,0.00,0.07,0.07,0.07,0.11,0.11,Matches
610,Donny Toia\Donny-Toia,us USA,DF,Real Salt Lake,27,1992,18.6,0.00,0.38,0.00,0.0,0.38,0.00,0.00,,20.7,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
611,Nouhou Tolo\Nouhou-Tolo,cm CMR,DF,Seattle,22,1997,15.6,0.00,0.64,0.19,30.0,0.64,0.19,0.00,0.00,17.6,0.00,0.00,0.00,0.06,0.06,0.10,-0.06,-0.06,Matches
612,Christian Torres\Christian-Torres,us USA,FW,Los Angeles FC,15,2004,2.4,0.42,1.25,0.42,33.3,1.26,0.42,0.33,1.00,9.9,0.00,0.00,0.00,0.13,0.13,0.11,0.29,0.29,Matches
