Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
132,Steve Clark\Steve-Clark,us USA,GK,Portland,33,1986,20.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
133,Elliot Collier\Elliot-Collier,nz NZL,FWMF,Chicago,24,1995,5.9,0.00,3.39,1.02,30.0,3.37,1.01,0.00,0.00,14.4,0.00,0.00,0.00,0.37,0.37,0.11,-0.37,-0.37,Matches
134,Tomás Conechny\Tomas-Conechny,ar ARG,MFFW,Portland,21,1998,2.1,0.00,1.90,0.48,25.0,1.94,0.48,0.00,0.00,26.9,0.48,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
135,Derek Cornelius\Derek-Cornelius,ca CAN,DF,Vancouver,22,1997,11.3,0.00,0.71,0.09,12.5,0.71,0.09,0.00,0.00,10.1,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
136,Joe Corona\Joe-Corona,us USA,MF,LA Galaxy,29,1990,10.9,0.09,0.92,0.46,50.0,0.92,0.46,0.10,0.20,16.8,0.00,0.00,0.00,0.11,0.11,0.12,-0.02,-0.02,Matches
137,Cade Cowell\Cade-Cowell,us USA,FWMF,San Jose,16,2003,5.3,0.19,2.64,1.32,50.0,2.65,1.33,0.07,0.14,17.3,0.00,0.00,0.00,0.26,0.26,0.10,-0.08,-0.08,Matches
138,Warren Creavalle\Warren-Creavalle,us USA,MF,Philadelphia,29,1990,4.3,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,20.2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
139,Maxime Crépeau\Maxime-Crepeau,ca CAN,GK,Vancouver,25,1994,3.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
140,Allan Cruz\Allan-Cruz,cr CRC,MFFW,FC Cincinnati,23,1996,8.4,0.12,0.83,0.24,28.6,0.84,0.24,0.14,0.50,26.2,0.12,0.00,0.00,0.15,0.15,0.18,-0.04,-0.04,Matches
141,Emil Cuello\Emil-Cuello,us USA,MFFW,LA Galaxy,22,1997,2.7,0.00,0.74,0.74,100.0,0.75,0.75,0.00,0.00,23.1,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
142,Cristián Dajome\Cristian-Dajome,co COL,MFFW,Vancouver,26,1994,17.7,0.17,1.75,0.62,35.5,1.75,0.62,0.10,0.27,19.5,0.00,0.00,0.00,0.15,0.15,0.09,0.02,0.02,Matches
143,Rashawn Dally\Rashawn-Dally,jm JAM,FW,FC Cincinnati,23,1997,0.8,0.00,1.25,0.00,0.0,1.29,0.00,0.00,,11.0,0.00,0.00,0.00,0.13,0.13,0.05,-0.13,-0.13,Matches
144,Jürgen Damm\Jurgen-Damm,mx MEX,FWMF,Atlanta,27,1992,7.0,0.00,1.14,0.14,12.5,1.14,0.14,0.00,0.00,18.9,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
145,Mario Daniel Vega\Mario-Daniel-Vega,ar ARG,GK,San Jose,35,1984,12.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
146,Abu Danladi\Abu-Danladi,gh GHA,FW,Nashville,24,1995,6.4,0.31,2.50,0.63,25.0,2.48,0.62,0.13,0.50,17.3,0.00,0.00,0.00,0.31,0.31,0.12,0.00,0.00,Matches
147,Sean Davis\Sean-Davis,us USA,MF,NY Red Bulls,26,1993,12.0,0.00,0.58,0.17,28.6,0.58,0.17,0.00,0.00,19.7,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
148,Jack De Vries\Jack-De-Vries,us USA,FWMF,Philadelphia,17,2002,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
149,Alex DeJohn\Alex-DeJohn,us USA,DFFW,Orlando City,28,1991,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
150,A.J. DeLaGarza\AJ-DeLaGarza,gu GUM,DF,Miami,32,1987,4.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
151,Antonio Delamea Mlinar\Antonio-Delamea-Mlinar,si SVN,DF,New England,28,1991,3.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
152,Jordy Delem\Jordy-Delem,mq MTQ,MF,Seattle,26,1993,8.2,0.00,0.73,0.00,0.0,0.73,0.00,0.00,,15.3,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
153,Nick DeLeon\Nick-DeLeon,us USA,FWMF,Toronto FC,29,1990,10.3,0.10,2.04,0.39,19.0,2.04,0.39,0.05,0.25,18.5,0.00,0.00,0.00,0.14,0.14,0.07,-0.04,-0.04,Matches
154,Marky Delgado\Marky-Delgado,us USA,MF,Toronto FC,24,1995,16.0,0.00,0.69,0.25,36.4,0.69,0.25,0.00,0.00,21.8,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
155,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,FC Cincinnati,28,1991,13.0,0.00,0.08,0.00,0.0,0.08,0.00,0.00,,29.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
156,Nick DePuy\Nick-DePuy,us USA,DF,LA Galaxy,25,1994,15.7,0.00,0.57,0.19,33.3,0.57,0.19,0.00,0.00,9.5,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
157,Maikel van der Werff\Maikel-van-der-Werff,nl NED,DF,FC Cincinnati,30,1989,10.8,0.00,0.65,0.09,14.3,0.65,0.09,0.00,0.00,12.3,0.09,0.00,0.00,0.06,0.06,0.10,-0.06,-0.06,Matches
158,Joey DeZart\Joey-DeZart,us USA,MF,Orlando City,21,1998,4.2,0.00,0.48,0.24,50.0,0.48,0.24,0.00,0.00,25.5,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
159,Justin Dhillon\Justin-Dhillon,us USA,FW,Seattle,24,1995,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
160,Amadou Dia\Amadou-Dia,us USA,DF,Sporting KC,26,1993,9.4,0.00,0.21,0.00,0.0,0.21,0.00,0.00,,17.7,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
161,Luis Díaz\Luis-Diaz,cr CRC,FWMF,Columbus,21,1998,13.0,0.00,2.38,0.92,38.7,2.38,0.92,0.00,0.00,16.9,0.00,0.00,0.00,0.24,0.24,0.10,-0.24,-0.24,Matches
162,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Minnesota,30,1989,9.5,0.00,0.74,0.32,42.9,0.73,0.31,0.00,0.00,11.9,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
163,Daryl Dike\Daryl-Dike,us USA,FW,Orlando City,19,2000,13.5,0.59,2.30,0.89,38.7,2.29,0.89,0.26,0.67,14.6,0.00,0.00,0.00,0.29,0.29,0.13,0.30,0.30,Matches
164,Adama Diomande\Adama-Diomande,no NOR,FW,Los Angeles FC,29,1990,0.2,0.00,5.00,0.00,0.0,5.29,0.00,0.00,,15.8,0.00,0.00,0.00,0.50,0.50,0.07,-0.50,-0.50,Matches
165,Clément Diop\Clement-Diop,sn SEN,GK,Montreal,26,1993,20.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
166,Ethan Dobbelaere\Ethan-Dobbelaere,us USA,FW,Seattle,17,2002,0.6,0.00,1.67,0.00,0.0,1.70,0.00,0.00,,19.9,0.00,0.00,0.00,0.17,0.17,0.06,-0.17,-0.17,Matches
167,Griffin Dorsey\Griffin-Dorsey,us USA,FW,Toronto FC,20,1999,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
168,Jonathan dos Santos\Jonathan-dos-Santos,mx MEX,MF,LA Galaxy,29,1990,7.8,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,23.0,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
169,Thiago dos Santos\Thiago-dos-Santos,br BRA,MF,FC Dallas,30,1989,18.0,0.00,0.39,0.00,0.0,0.39,0.00,0.00,,19.0,0.00,0.00,0.00,0.04,0.04,0.12,-0.04,-0.04,Matches
170,Hassani Dotson\Hassani-Dotson,us USA,MFDF,Minnesota,22,1997,13.5,0.07,1.48,0.52,35.0,1.48,0.52,0.05,0.14,20.9,0.00,0.00,0.00,0.10,0.10,0.06,-0.02,-0.02,Matches
171,Erik Duenas\Erik-Duenas,us USA,DFMF,Los Angeles FC,15,2004,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
172,Bryce Duke\Bryce-Duke,us USA,MF,Los Angeles FC,18,2001,2.7,0.00,1.11,0.37,33.3,1.12,0.37,0.00,0.00,24.1,0.00,0.00,0.00,0.04,0.04,0.02,-0.04,-0.04,Matches
173,Cameron Duke\Cameron-Duke,us USA,MF,Sporting KC,18,2001,2.5,0.00,0.80,0.40,50.0,0.81,0.41,0.00,0.00,18.8,0.00,0.00,0.00,0.08,0.08,0.10,-0.08,-0.08,Matches
174,Cameron Dunbar\Cameron-Dunbar,us USA,MF,LA Galaxy,17,2002,0.9,0.00,2.22,0.00,0.0,2.14,0.00,0.00,,14.8,0.00,0.00,0.00,0.11,0.11,0.06,-0.11,-0.11,Matches
175,Kyle Duncan\Kyle-Duncan,us USA,DF,NY Red Bulls,22,1997,21.2,0.14,0.61,0.19,30.8,0.61,0.19,0.23,0.75,20.9,0.00,0.00,0.00,0.07,0.07,0.11,0.07,0.07,Matches
176,Chris Duvall\Chris-Duvall,us USA,DF,Portland,28,1991,8.3,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,30.3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
177,Dom Dwyer\Dom-Dwyer,us USA,FW,Orlando City,29,1990,1.4,0.00,1.43,0.00,0.0,1.48,0.00,0.00,,7.2,0.00,0.00,0.00,0.14,0.14,0.11,-0.14,-0.14,Matches
178,Jeremy Ebobisse\Jeremy-Ebobisse,us USA,FWMF,Portland,22,1997,11.8,0.68,2.71,1.19,43.8,2.71,1.19,0.25,0.57,15.4,0.08,0.00,0.00,0.34,0.34,0.12,0.34,0.34,Matches
179,Bobby Edwards\Bobby-Edwards,us USA,GK,FC Cincinnati,24,1995,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
180,Raheem Edwards\Raheem-Edwards,ca CAN,FWMF,Minnesota,24,1995,3.0,0.00,1.67,0.00,0.0,1.69,0.00,0.00,,20.6,0.33,0.00,0.00,0.20,0.20,0.13,-0.20,-0.20,Matches
181,Mandela Egbo\Mandela-Egbo,eng ENG,DF,NY Red Bulls,22,1997,5.0,0.20,0.80,0.40,50.0,0.80,0.40,0.00,0.00,27.1,0.20,0.20,0.20,0.20,0.04,0.05,0.00,-0.04,Matches
182,Alberth Elis\Alberth-Elis,hn HON,FW,Houston,23,1996,4.2,0.95,4.05,1.67,41.2,4.06,1.67,0.18,0.43,12.6,0.00,0.24,0.24,0.95,0.79,0.19,0.00,-0.07,Matches
183,Jack Elliott\Jack-Elliott,eng ENG,DFMF,Philadelphia,24,1995,10.9,0.09,0.92,0.55,60.0,0.92,0.55,0.10,0.17,17.7,0.00,0.00,0.00,0.04,0.04,0.04,0.06,0.06,Matches
184,Tsubasa Endoh\Tsubasa-Endoh,jp JPN,MFFW,Toronto FC,26,1993,6.9,0.14,1.45,0.58,40.0,1.46,0.58,0.10,0.25,15.0,0.00,0.00,0.00,0.20,0.20,0.14,-0.06,-0.06,Matches
185,Magnus Eriksson\Magnus-Eriksson,se SWE,MF,San Jose,29,1990,5.0,0.20,1.80,0.00,0.0,1.80,0.00,0.00,,26.0,0.00,0.20,0.20,0.22,0.08,0.04,-0.02,-0.08,Matches
186,Franco Escobar\Franco-Escobar,ar ARG,DF,Atlanta,24,1995,15.3,0.00,0.46,0.00,0.0,0.46,0.00,0.00,,16.0,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
187,Cristian Espinoza\Cristian-Espinoza,ar ARG,MFFW,San Jose,24,1995,20.0,0.15,2.50,0.90,36.0,2.50,0.90,0.06,0.17,23.1,0.10,0.00,0.00,0.13,0.13,0.05,0.03,0.03,Matches
188,Roger Espinoza\Roger-Espinoza,hn HON,MF,Sporting KC,33,1986,10.5,0.19,1.71,0.76,44.4,1.71,0.76,0.11,0.25,16.1,0.00,0.00,0.00,0.18,0.18,0.11,0.01,0.01,Matches
189,Derrick Etienne\Derrick-Etienne,ht HAI,FWMF,Columbus,23,1996,10.0,0.10,1.30,0.20,15.4,1.30,0.20,0.08,0.50,17.1,0.00,0.00,0.00,0.17,0.17,0.13,-0.07,-0.07,Matches
190,Diego Fagúndez\Diego-Fagundez,uy URU,MFFW,New England,24,1995,10.8,0.09,1.85,0.46,25.0,1.86,0.46,0.05,0.20,15.9,0.09,0.00,0.00,0.24,0.24,0.13,-0.15,-0.15,Matches
191,Rod Fanni\Rod-Fanni,fr FRA,DF,Montreal,38,1981,10.5,0.00,0.10,0.00,0.0,0.10,0.00,0.00,,12.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
192,Marco Farfan\Marco-Farfan,us USA,DF,Portland,21,1998,9.5,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,23.4,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
193,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,27,1992,19.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
194,Felipe\Felipe,br BRA,MF,D.C. United,29,1990,7.0,0.00,1.57,0.43,27.3,1.57,0.43,0.00,0.00,21.4,0.00,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,Matches
195,Luis Felipe\Luis-Felipe,br BRA,MF,San Jose,24,1996,2.2,0.00,0.45,0.45,100.0,0.45,0.45,0.00,0.00,24.0,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
196,Rolf Feltscher\Rolf-Feltscher,ve VEN,DF,LA Galaxy,29,1990,13.9,0.00,0.36,0.07,20.0,0.36,0.07,0.00,0.00,7.8,0.00,0.00,0.00,0.05,0.05,0.14,-0.05,-0.05,Matches
197,Gerso Fernandes\Gerso-Fernandes,gw GNB,FWMF,Sporting KC,28,1991,9.1,0.33,2.42,0.66,27.3,2.41,0.66,0.14,0.50,15.5,0.00,0.00,0.00,0.35,0.35,0.15,-0.02,-0.02,Matches
198,Omir Fernandez\Omir-Fernandez,us USA,FWMF,NY Red Bulls,20,1999,6.4,0.31,1.88,0.47,25.0,1.88,0.47,0.17,0.67,14.4,0.00,0.00,0.00,0.30,0.30,0.16,0.02,0.02,Matches
199,Jesus Ferreira\Jesus-Ferreira,us USA,MFFW,FC Dallas,19,2000,10.8,0.09,1.85,0.83,45.0,1.85,0.83,0.05,0.11,18.7,0.00,0.00,0.00,0.15,0.15,0.08,-0.06,-0.06,Matches
200,Carlos Fierro\Carlos-Fierro,mx MEX,MFFW,San Jose,25,1994,10.7,0.19,2.06,0.75,36.4,2.06,0.75,0.09,0.25,14.6,0.00,0.00,0.00,0.34,0.34,0.16,-0.15,-0.15,Matches
201,Jorge Figal\Jorge-Figal,ar ARG,DF,Miami,25,1994,19.4,0.00,1.19,0.41,34.8,1.19,0.41,0.00,0.00,16.8,0.00,0.00,0.00,0.10,0.10,0.09,-0.10,-0.10,Matches
202,Maynor Figueroa\Maynor-Figueroa,hn HON,DF,Houston,36,1983,19.1,0.10,0.94,0.16,16.7,0.94,0.16,0.11,0.67,20.0,0.00,0.00,0.00,0.07,0.07,0.07,0.04,0.04,Matches
203,Ethan Finlay\Ethan-Finlay,us USA,FWMF,Minnesota,29,1990,10.6,0.38,1.79,0.94,52.6,1.79,0.94,0.21,0.40,12.7,0.00,0.00,0.00,0.42,0.42,0.24,-0.05,-0.05,Matches
204,Oniel Fisher\Oniel-Fisher,jm JAM,DF,D.C. United,28,1991,7.5,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,26.9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
205,Andrés Flores\Andres-Flores,sv SLV,FWMF,Portland,29,1990,2.1,0.48,0.48,0.48,100.0,0.48,0.48,1.00,1.00,14.9,0.00,0.00,0.00,0.05,0.05,0.11,0.43,0.43,Matches
206,Edison Flores\Edison-Flores,pe PER,MFFW,D.C. United,25,1994,9.6,0.00,1.46,0.42,28.6,1.45,0.41,0.00,0.00,19.8,0.31,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,Matches
207,Anthony Fontana\Anthony-Fontana,us USA,MFFW,Philadelphia,20,1999,5.7,1.05,2.81,2.28,81.3,2.81,2.28,0.38,0.46,16.0,0.00,0.00,0.00,0.40,0.40,0.14,0.65,0.65,Matches
208,Andreu Fontàs\Andreu-Fontas,es ESP,DF,Sporting KC,30,1989,3.0,0.33,0.33,0.33,100.0,0.33,0.33,1.00,1.00,7.0,0.00,0.00,0.00,0.13,0.13,0.39,0.20,0.20,Matches
209,Waylon Francis\Waylon-Francis,cr CRC,DF,Columbus,29,1990,2.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
210,Przemysław Frankowski\Przemyslaw-Frankowski,pl POL,FWMF,Chicago,24,1995,16.2,0.19,1.67,0.74,44.4,1.67,0.74,0.11,0.25,17.0,0.00,0.00,0.00,0.28,0.28,0.17,-0.09,-0.09,Matches
211,Liam Fraser\Liam-Fraser,ca CAN,MF,Toronto FC,21,1998,4.9,0.00,0.61,0.00,0.0,0.61,0.00,0.00,,23.9,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
212,Matt Freese\Matt-Freese,us USA,GK,Philadelphia,21,1998,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
213,Stefan Frei\Stefan-Frei,ch SUI,GK,Seattle,33,1986,22.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
214,Alejandro Fuenmayor\Alejandro-Fuenmayor,ve VEN,DF,Houston,23,1996,3.4,0.00,0.29,0.00,0.0,0.30,0.00,0.00,,7.1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
215,Gilbert Fuentes\Gilbert-Fuentes,us USA,FW,San Jose,17,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
216,Ray Gaddis\Ray-Gaddis,us USA,DF,Philadelphia,30,1990,14.1,0.00,0.35,0.07,20.0,0.35,0.07,0.00,0.00,22.4,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
217,Tony Gallacher\Tony-Gallacher,sco SCO,DF,Toronto FC,20,1999,5.1,0.00,0.39,0.00,0.0,0.39,0.00,0.00,,24.5,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
218,Jon Gallagher\Jon-Gallagher,ie IRL,FWMF,Atlanta,23,1996,10.9,0.37,1.10,0.64,58.3,1.10,0.64,0.33,0.57,13.5,0.00,0.00,0.00,0.17,0.17,0.15,0.20,0.20,Matches
219,Erickson Gallardo\Erickson-Gallardo,ve VEN,MFFW,Toronto FC,26,1993,1.8,0.00,2.22,1.11,50.0,2.21,1.10,0.00,0.00,20.3,0.00,0.00,0.00,0.06,0.06,0.03,-0.06,-0.06,Matches
220,Pedro Gallese\Pedro-Gallese,pe PER,GK,Orlando City,29,1990,19.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
221,Braian Galván\Braian-Galvan,ar ARG,FW,Colorado,19,2000,2.8,0.36,2.86,0.71,25.0,2.90,0.73,0.13,0.50,18.7,0.00,0.00,0.00,0.54,0.54,0.19,-0.18,-0.18,Matches
222,Boniek García\Boniek-Garcia,hn HON,MF,Houston,35,1984,9.2,0.00,1.30,0.11,8.3,1.31,0.11,0.00,0.00,21.0,0.00,0.00,0.00,0.11,0.11,0.08,-0.11,-0.11,Matches
223,Christopher Garcia\Christopher-Garcia,us USA,FW,Real Salt Lake,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
224,Greg Garza\Greg-Garza,us USA,DF,FC Cincinnati,28,1991,5.7,0.00,0.18,0.00,0.0,0.18,0.00,0.00,,36.1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
225,Chase Gasper\Chase-Gasper,us USA,DF,Minnesota,24,1996,16.6,0.06,1.02,0.30,29.4,1.03,0.30,0.06,0.20,22.5,0.00,0.00,0.00,0.04,0.04,0.04,0.02,0.02,Matches
226,Carles Gil\Carles-Gil,es ESP,MFFW,New England,27,1992,4.1,0.00,1.22,0.49,40.0,1.23,0.49,0.00,0.00,20.8,0.24,0.00,0.24,0.27,0.07,0.06,-0.27,-0.07,Matches
227,Gastón Giménez\Gaston-Gimenez,py PAR,MF,Chicago,28,1991,17.3,0.00,1.21,0.35,28.6,1.21,0.35,0.00,0.00,21.4,0.06,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
228,Francisco Ginella\Francisco-Ginella,uy URU,MF,Los Angeles FC,21,1999,12.9,0.08,0.78,0.39,50.0,0.78,0.39,0.10,0.20,23.7,0.00,0.00,0.00,0.05,0.05,0.06,0.03,0.03,Matches
229,Justen Glad\Justen-Glad,us USA,DF,Real Salt Lake,22,1997,14.2,0.07,0.42,0.21,50.0,0.42,0.21,0.17,0.33,10.4,0.00,0.00,0.00,0.02,0.02,0.05,0.05,0.05,Matches
230,Jakob Glesnes\Jakob-Glesnes,no NOR,DF,Philadelphia,25,1994,16.6,0.06,0.48,0.12,25.0,0.48,0.12,0.13,0.50,16.9,0.18,0.00,0.00,0.02,0.02,0.05,0.04,0.04,Matches
231,Aníbal Godoy\Anibal-Godoy,pa PAN,MF,Nashville,29,1990,16.6,0.06,1.33,0.42,31.8,1.33,0.42,0.05,0.14,23.2,0.06,0.00,0.00,0.06,0.06,0.04,0.00,0.00,Matches
232,Erik Godoy\Erik-Godoy,ar ARG,DF,Vancouver,26,1993,10.4,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,7.2,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches
233,Yeimar Gómez Andrade\Yeimar-Gomez-Andrade,co COL,DF,Seattle,27,1992,18.0,0.11,0.94,0.17,17.6,0.94,0.17,0.12,0.67,8.3,0.00,0.00,0.00,0.08,0.08,0.09,0.03,0.03,Matches
234,Leandro González Pirez\Leandro-Gonzalez-Pirez,ar ARG,DF,Miami,27,1992,16.0,0.13,0.69,0.25,36.4,0.69,0.25,0.18,0.50,8.5,0.00,0.00,0.00,0.09,0.09,0.13,0.04,0.04,Matches
235,Giancarlo González\Giancarlo-Gonzalez,cr CRC,DF,LA Galaxy,31,1988,8.4,0.12,0.36,0.24,66.7,0.36,0.24,0.33,0.50,14.7,0.00,0.00,0.00,0.02,0.02,0.06,0.10,0.10,Matches
236,Jesse Gonzalez\Jesse-Gonzalez,mx MEX,GK,FC Dallas,24,1995,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
237,Omar Gonzalez\Omar-Gonzalez,us USA,DF,Toronto FC,31,1988,20.8,0.00,0.53,0.10,18.2,0.53,0.10,0.00,0.00,9.2,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
238,Yony González\Yony-Gonzalez,co COL,FW,LA Galaxy,25,1994,5.3,0.00,2.83,1.13,40.0,2.82,1.13,0.00,0.00,11.2,0.00,0.00,0.00,0.19,0.19,0.07,-0.19,-0.19,Matches
239,Ján Greguš\Jan-Gregus,sk SVK,MF,Minnesota,29,1991,17.7,0.06,1.98,0.45,22.9,1.97,0.45,0.03,0.13,25.2,0.34,0.00,0.00,0.08,0.08,0.04,-0.02,-0.02,Matches
240,Julian Gressel\Julian-Gressel,de GER,MFDF,D.C. United,26,1993,18.6,0.11,1.45,0.27,18.5,1.45,0.27,0.07,0.40,21.0,0.16,0.00,0.00,0.13,0.13,0.09,-0.02,-0.02,Matches
241,Brian Gutiérrez\Brian-Gutierrez,us USA,DFFW,Chicago,16,2003,0.4,0.00,2.50,2.50,100.0,2.73,2.73,0.00,0.00,12.1,0.00,0.00,0.00,0.50,0.50,0.20,-0.50,-0.50,Matches
242,Cristián Gutiérrez\Cristian-Gutierrez,cl CHI,DFMF,Vancouver,22,1997,7.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
243,Andrew Gutman\Andrew-Gutman,us USA,DF,FC Cincinnati,23,1996,16.0,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,15.7,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
244,Brad Guzan\Brad-Guzan,us USA,GK,Atlanta,35,1984,23.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
245,Joe Gyau\Joe-Gyau,us USA,FWDF,FC Cincinnati,27,1992,19.9,0.05,1.11,0.40,36.4,1.10,0.40,0.05,0.13,20.6,0.00,0.00,0.00,0.09,0.09,0.08,-0.04,-0.04,Matches
246,Nick Hagglund\Nick-Hagglund,us USA,DF,FC Cincinnati,27,1992,8.3,0.12,1.20,0.36,30.0,1.21,0.36,0.10,0.33,10.5,0.00,0.00,0.00,0.10,0.10,0.08,0.02,0.02,Matches
247,Marlon Hairston\Marlon-Hairston,us USA,MFDF,Minnesota,25,1994,4.5,0.00,0.44,0.00,0.0,0.44,0.00,0.00,,17.4,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
248,Siad Haji\Siad-Haji,us USA,MF,San Jose,20,1999,0.6,0.00,1.67,1.67,100.0,1.70,1.70,0.00,0.00,10.3,0.00,0.00,0.00,0.67,0.67,0.38,-0.67,-0.67,Matches
249,Bill Hamid\Bill-Hamid,us USA,GK,D.C. United,29,1990,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
250,Jordan Hamilton\Jordan-Hamilton,ca CAN,FWDF,Columbus,23,1996,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
251,Niko Hansen\Niko-Hansen,dk DEN,FWMF,Houston,25,1994,8.0,0.25,2.25,0.88,38.9,2.26,0.88,0.11,0.29,15.6,0.00,0.00,0.00,0.45,0.45,0.20,-0.20,-0.20,Matches
252,Carlos Harvey\Carlos-Harvey,pa PAN,MFFW,LA Galaxy,19,2000,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
