Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
35,Alphonse Areola\Alphonse-Areola,fr FRA,GK,es Real Madrid,26,1993,1.5,38.7,26.7,12.0,4.67,0.00,6.67,1.33,0.00,0.00,0.00,0.00,0.00,23.3,2.00,13.3,0.00,33.3,0.00,0.00,5.33,30.7,0.00,0.67,0.67,0.00,Matches
36,Santiago Arias\Santiago-Arias,co COL,DF,es Atlético Madrid,27,1992,2.0,72.0,61.0,11.0,0.50,0.00,10.5,0.00,4.00,0.00,0.00,0.00,0.00,45.5,17.0,9.50,4.00,53.5,1.50,10.5,0.50,57.5,0.00,0.00,1.00,1.50,Matches
37,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,eng Chelsea,24,1994,6.0,29.2,20.5,8.67,1.17,0.00,3.17,0.83,0.00,0.00,0.00,0.00,0.00,15.5,2.83,10.8,4.33,19.5,0.00,0.00,4.50,22.8,0.00,0.67,0.33,0.00,Matches
38,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,it Inter,30,1988,2.9,34.5,29.3,5.17,1.03,0.00,6.90,1.03,1.03,0.00,0.00,0.00,0.00,18.6,5.86,10.0,23.8,4.48,1.38,4.14,0.00,26.9,0.00,0.00,0.69,0.69,Matches
39,Marco Asensio\Marco-Asensio,es ESP,FWMF,es Real Madrid,23,1996,0.3,50.0,50.0,0.00,0.00,0.00,16.7,0.00,0.00,0.00,0.00,0.00,0.00,33.3,3.33,13.3,46.7,0.00,3.33,0.00,0.00,33.3,0.00,3.33,3.33,0.00,Matches
40,Majeed Ashimeru\Majeed-Ashimeru,gh GHA,MFFW,at RB Salzburg,21,1997,0.7,57.1,57.1,0.00,0.00,0.00,14.3,0.00,0.00,0.00,0.00,0.00,0.00,54.3,1.43,1.43,7.14,47.1,1.43,0.00,1.43,48.6,1.43,0.00,1.43,2.86,Matches
41,Iyayi Atiemwen\Iyayi-Atiemwen,ng NGA,FW,hr Dinamo Zagreb,23,1996,0.1,30.0,10.0,20.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,10.0,0.00,10.0,0.00,10.0,0.00,20.0,0.00,0.00,0.00,0.00,Matches
42,Serge Aurier\Serge-Aurier,ci CIV,DF,eng Tottenham,26,1992,5.0,53.8,45.2,8.60,0.20,0.60,11.2,0.20,2.60,0.00,0.00,0.00,0.00,33.4,11.6,8.80,7.20,32.4,3.00,8.40,0.40,42.8,0.00,0.80,2.00,1.20,Matches
43,Sardar Azmoun\Sardar-Azmoun,ir IRN,FW,ru Zenit,24,1995,5.1,23.9,22.4,1.57,0.00,0.00,10.0,0.20,0.39,0.00,0.00,0.00,0.00,13.3,6.27,4.31,1.18,17.1,2.16,0.00,0.98,15.5,0.20,0.20,0.20,1.76,Matches
44,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,eng Chelsea,29,1989,6.8,67.6,57.2,10.4,1.32,0.00,10.6,0.88,2.94,0.00,0.00,0.00,0.00,42.5,11.0,14.1,3.82,50.7,2.21,9.12,0.44,56.2,0.29,0.74,1.18,2.21,Matches
45,Ryan Babel\Ryan-Babel,nl NED,FW,tr Galatasaray,32,1986,3.7,34.3,32.7,1.62,0.27,0.00,11.4,0.00,0.54,0.00,0.00,0.00,0.00,19.5,9.46,5.41,1.89,28.6,1.35,0.27,0.27,26.5,0.00,1.35,1.08,0.27,Matches
46,Leon Bailey\Leon-Bailey,jm JAM,FWMF,de Leverkusen,21,1997,1.3,43.8,40.0,3.85,0.77,0.00,10.0,3.08,2.31,2.31,1.54,0.00,0.77,23.8,12.3,7.69,30.8,8.46,2.31,0.77,0.77,30.0,0.00,0.77,3.08,3.08,Matches
47,Gareth Bale\Gareth-Bale,wal WAL,FW,es Real Madrid,30,1989,1.3,30.8,30.0,0.77,0.00,0.00,10.8,0.77,2.31,0.00,0.00,0.00,0.00,20.0,7.69,3.08,24.6,3.08,1.54,0.77,0.00,21.5,0.00,0.00,2.31,1.54,Matches
48,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DF,de Dortmund,20,1999,0.1,10.0,10.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Matches
49,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,fr Lille,23,1996,3.1,41.3,36.1,5.16,0.97,0.00,10.3,0.32,2.90,3.23,0.32,1.61,0.00,26.5,7.74,7.10,3.55,33.9,1.94,0.97,0.00,31.9,0.00,0.32,1.94,1.29,Matches
50,Nicolò Barella\Nicolo-Barella,it ITA,MF,it Inter,22,1997,3.2,41.3,40.0,1.25,0.94,0.31,10.3,1.25,0.31,0.00,0.00,0.00,0.00,25.6,7.50,8.13,5.63,33.4,0.63,0.31,0.31,35.3,0.00,0.63,0.00,0.00,Matches
51,Dmitri Barinov\Dmitri-Barinov,ru RUS,MF,ru Loko Moscow,22,1996,5.0,27.2,25.2,2.00,1.80,0.00,4.20,0.40,0.40,0.00,0.00,0.00,0.00,16.6,6.20,4.40,3.80,21.2,1.80,0.00,0.00,20.8,0.20,0.20,1.00,0.40,Matches
52,Ross Barkley\Ross-Barkley,eng ENG,FWMF,eng Chelsea,25,1993,1.8,23.9,22.8,1.11,0.00,0.00,5.56,1.67,0.00,0.00,0.00,0.00,0.00,12.8,5.56,5.56,2.22,18.9,1.67,0.56,0.56,17.2,0.00,0.56,0.56,0.00,Matches
53,Wílmar Barrios\Wilmar-Barrios,co COL,MF,ru Zenit,25,1993,6.0,42.7,41.7,1.00,1.00,0.17,7.33,1.00,0.00,0.00,0.00,0.00,0.00,31.2,6.33,5.17,4.50,34.7,2.50,0.00,0.33,36.8,0.17,0.17,0.83,0.83,Matches
54,Musa Barrow\Musa-Barrow,gm GAM,FW,it Atalanta,20,1998,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,Matches
55,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,eng Chelsea,25,1993,1.0,22.0,20.0,2.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,11.0,9.00,2.00,4.00,13.0,3.00,0.00,1.00,16.0,0.00,0.00,2.00,0.00,Matches
56,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,de Leverkusen,31,1988,3.8,66.8,65.3,1.58,1.58,0.00,14.2,3.95,0.53,0.00,0.00,0.00,0.00,51.3,6.84,8.68,12.6,50.8,2.11,0.00,0.00,60.3,0.00,0.53,0.53,0.26,Matches
57,Ömer Bayram\Omer-Bayram,tr TUR,FWMF,tr Galatasaray,28,1991,2.8,34.6,31.8,2.86,1.07,0.00,5.36,1.79,2.50,1.43,0.36,0.71,0.36,19.3,8.93,6.43,29.6,3.57,1.07,0.36,0.00,26.4,0.00,0.36,0.71,1.43,Matches
58,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,nl Ajax,22,1997,5.0,32.0,31.2,0.80,0.00,0.40,8.20,0.20,0.60,0.00,0.00,0.00,0.00,22.0,6.00,4.00,5.20,23.0,2.60,0.20,0.20,24.8,0.40,0.40,0.40,1.60,Matches
59,Younès Belhanda\Younes-Belhanda,ma MAR,MF,tr Galatasaray,29,1990,3.4,45.0,43.5,1.47,0.88,0.59,9.71,0.88,0.00,0.00,0.00,0.00,0.00,32.4,8.53,4.12,6.76,36.2,0.59,0.29,0.88,37.1,0.29,0.00,2.06,0.29,Matches
60,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,de Leverkusen,29,1990,4.6,50.0,48.5,1.52,0.22,0.00,12.6,2.17,5.00,0.43,0.22,0.22,0.00,34.8,7.61,7.61,2.39,45.7,0.87,0.87,0.22,35.2,0.00,1.09,1.96,2.83,Matches
61,Lars Bender\Lars-Bender,de GER,DF,de Leverkusen,30,1989,3.0,93.7,82.0,11.7,1.33,0.00,24.0,1.00,2.67,0.00,0.00,0.00,0.00,67.7,16.7,9.33,11.7,69.0,2.00,10.3,0.33,81.3,0.33,0.67,1.00,1.33,Matches
62,Sven Bender\Sven-Bender,de GER,DF,de Leverkusen,30,1989,6.0,75.7,73.5,2.17,1.83,0.00,11.7,2.00,0.00,0.00,0.00,0.00,0.00,62.8,6.33,6.50,12.5,58.7,2.67,0.33,0.17,70.8,0.17,0.17,0.00,0.00,Matches
63,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,it Juventus,22,1997,4.7,62.3,60.6,1.70,0.64,0.21,13.2,2.13,0.64,0.85,0.00,0.85,0.00,48.9,5.74,7.66,9.57,50.2,0.85,0.21,0.00,53.8,0.21,1.06,0.43,1.70,Matches
64,Karim Benzema\Karim-Benzema,fr FRA,FW,es Real Madrid,31,1987,7.2,40.1,37.8,2.36,0.00,0.56,8.75,0.69,0.69,0.14,0.00,0.00,0.00,31.5,6.11,2.50,6.25,32.5,0.42,0.00,0.56,34.6,0.00,0.14,1.25,1.25,Matches
65,Yassine Benzia\Yassine-Benzia,dz ALG,MF,gr Olympiacos,24,1994,0.9,40.0,38.9,1.11,0.00,0.00,7.78,4.44,1.11,1.11,0.00,1.11,0.00,31.1,3.33,5.56,7.78,31.1,0.00,0.00,0.00,33.3,0.00,1.11,1.11,2.22,Matches
66,Sander Berge\Sander-Berge,no NOR,MF,be Genk,21,1998,6.0,43.8,41.8,2.00,2.00,0.00,9.83,2.17,1.17,0.00,0.00,0.00,0.00,28.0,8.33,7.50,5.00,35.8,2.00,0.00,0.17,37.3,0.00,0.67,0.50,1.00,Matches
67,Steven Bergwijn\Steven-Bergwijn,nl NED,MFFW,eng Tottenham,21,1997,1.0,24.0,23.0,1.00,0.00,0.00,12.0,0.00,0.00,0.00,0.00,0.00,0.00,17.0,6.00,1.00,1.00,19.0,1.00,1.00,0.00,20.0,0.00,1.00,0.00,1.00,Matches
68,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MF,it Juventus,25,1994,2.9,35.2,32.8,2.41,0.00,0.00,10.7,1.03,1.72,1.72,0.69,0.34,0.69,22.8,6.21,6.21,31.0,1.38,1.72,0.69,0.34,26.6,0.34,0.00,0.34,1.72,Matches
69,Juan Bernat\Juan-Bernat,es ESP,DF,fr Paris S-G,26,1993,9.7,54.7,45.8,8.97,1.86,0.10,7.63,0.21,1.13,0.00,0.00,0.00,0.00,40.4,9.48,4.85,44.0,2.16,0.62,7.11,0.21,49.2,0.00,0.31,0.72,0.93,Matches
70,Antoine Bernede\Antoine-Bernede,fr FRA,MF,at RB Salzburg,20,1999,1.0,63.0,61.0,2.00,2.00,0.00,16.0,1.00,0.00,0.00,0.00,0.00,0.00,49.0,6.00,8.00,12.0,48.0,2.00,0.00,1.00,61.0,0.00,1.00,0.00,0.00,Matches
71,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,it Inter,26,1992,2.4,40.4,25.0,15.4,1.67,0.00,7.92,1.25,3.33,1.25,0.00,1.25,0.00,15.0,8.75,16.7,22.5,4.58,0.83,12.5,0.00,27.5,0.00,0.42,0.42,1.67,Matches
72,Daley Blind\Daley-Blind,nl NED,DF,nl Ajax,29,1990,4.7,68.3,66.2,2.13,2.13,0.00,13.4,1.70,0.00,0.00,0.00,0.00,0.00,47.4,6.17,14.7,56.4,7.23,2.98,0.00,0.00,55.3,0.43,1.49,0.85,0.64,Matches
73,Richmond Boakye\Richmond-Boakye,gh GHA,FW,rs Red Star,26,1993,2.1,29.0,25.2,3.81,0.00,0.48,6.67,0.48,0.00,0.00,0.00,0.00,0.00,21.4,6.19,1.43,0.95,24.8,1.43,0.00,1.43,25.7,0.00,0.00,0.00,0.48,Matches
74,Jérôme Boateng\Jerome-Boateng,de GER,DF,de Bayern Munich,30,1988,6.4,73.8,72.2,1.56,1.41,0.00,10.3,3.75,0.16,0.00,0.00,0.00,0.00,54.8,6.88,12.0,20.6,47.8,3.91,0.16,0.16,64.7,0.31,0.78,0.63,0.94,Matches
75,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,DF,ua Shakhtar,26,1993,2.7,46.7,40.4,6.30,1.85,0.00,8.52,0.37,1.48,0.00,0.00,0.00,0.00,35.2,6.67,4.81,2.59,38.9,0.37,4.44,0.00,38.9,0.00,0.74,1.85,0.74,Matches
76,Theo Bongonda\Theo-Bongonda,be BEL,MFFW,be Genk,23,1995,2.9,26.2,24.1,2.07,0.34,0.00,4.48,0.69,3.79,1.03,0.00,0.34,0.00,14.1,4.83,7.24,19.7,4.14,1.38,0.69,0.00,15.5,0.00,0.34,0.69,2.76,Matches
77,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,it Juventus,32,1987,7.0,85.1,82.0,3.14,2.86,0.29,9.14,3.57,0.00,0.00,0.00,0.00,0.00,61.6,11.3,12.3,12.7,68.3,2.57,0.29,0.86,76.1,0.43,1.86,0.71,0.29,Matches
78,Neto Borges\Neto-Borges,br BRA,DF,be Genk,22,1996,0.1,50.0,40.0,10.0,0.00,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,20.0,10.0,20.0,30.0,0.00,0.00,10.0,0.00,30.0,0.00,10.0,0.00,0.00,Matches
79,Jan Bořil\Jan-Boril,cz CZE,DF,cz Slavia Prague,28,1991,6.0,58.0,47.3,10.7,0.50,0.00,8.33,0.83,1.33,0.00,0.00,0.00,0.00,30.5,13.3,14.2,12.0,30.5,4.50,10.2,0.17,46.0,0.17,0.83,1.50,1.67,Matches
80,Milan Borjan\Milan-Borjan,ca CAN,GK,rs Red Star,31,1987,6.0,34.3,18.0,16.3,4.50,0.00,3.17,0.33,0.00,0.00,0.00,0.00,0.00,11.2,1.50,21.7,1.50,25.7,0.00,0.00,4.00,19.7,0.17,0.50,0.00,0.00,Matches
81,Andreas Bouchalakis\Andreas-Bouchalakis,gr GRE,MF,gr Olympiacos,26,1993,5.3,39.4,38.5,0.94,0.57,0.00,8.30,3.58,0.57,0.00,0.00,0.00,0.00,23.4,6.79,9.25,30.8,4.53,2.08,0.38,0.19,33.0,0.00,0.94,1.13,0.19,Matches
82,Domagoj Bradarić\Domagoj-Bradaric,hr CRO,DF,fr Lille,19,1999,3.0,47.0,39.3,7.67,1.33,0.00,6.33,1.33,4.33,0.67,0.33,0.33,0.00,28.7,6.00,12.3,36.3,4.00,1.00,5.67,0.00,34.3,0.33,1.33,1.67,0.67,Matches
83,Julian Brandt\Julian-Brandt,de GER,MFFW,de Dortmund,23,1996,5.4,52.6,51.3,1.30,0.00,0.74,12.2,1.48,1.85,0.19,0.00,0.19,0.00,38.1,8.33,6.11,7.22,41.5,1.85,0.00,1.11,41.9,0.00,0.74,2.22,1.85,Matches
84,Claudio Bravo\Claudio-Bravo,cl CHI,GK,eng Manchester City,36,1983,1.4,34.3,28.6,5.71,0.00,0.00,3.57,0.71,0.00,0.00,0.00,0.00,0.00,24.3,0.71,9.29,4.29,25.7,0.00,0.00,3.57,30.0,0.00,0.71,0.71,0.00,Matches
85,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,26,1992,5.8,59.7,55.7,3.97,3.45,0.00,16.9,1.38,0.00,0.52,0.17,0.17,0.00,42.9,8.45,8.28,9.48,47.1,2.59,0.00,0.17,51.6,0.69,0.52,0.86,1.21,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,20,1998,0.2,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,it Juventus,41,1978,1.0,39.0,24.0,15.0,4.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,20.0,2.00,17.0,4.00,27.0,0.00,0.00,7.00,33.0,0.00,1.00,0.00,0.00,Matches
88,Mick van Buren\Mick-van-Buren,nl NED,FW,cz Slavia Prague,26,1992,0.5,38.0,34.0,4.00,0.00,0.00,6.00,0.00,2.00,2.00,0.00,2.00,0.00,20.0,14.0,4.00,2.00,32.0,4.00,0.00,0.00,32.0,0.00,0.00,2.00,2.00,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,28,1990,8.0,30.3,23.5,6.75,1.75,0.00,4.50,0.63,0.00,0.00,0.00,0.00,0.00,15.1,2.88,12.3,5.88,18.1,0.00,0.00,5.38,20.9,0.25,0.88,0.38,0.00,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,31,1988,5.6,78.2,75.7,2.50,1.79,0.71,16.1,0.71,0.00,0.00,0.00,0.00,0.00,60.7,10.7,6.79,10.4,62.7,2.68,0.71,0.89,70.2,0.00,0.89,1.79,0.71,Matches
91,Adem Büyük\Adem-Buyuk,tr TUR,FW,tr Galatasaray,31,1987,1.0,27.0,26.0,1.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,6.00,6.00,2.00,17.0,2.00,0.00,1.00,17.0,0.00,0.00,1.00,2.00,Matches
