Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
25,Dani Alves\Dani-Alves,br BRA,MFDF,fr Paris S-G,35,1983,2.3,0.43,0.00,0.00,1.30,3.91,0.43,4.35,0.43,1.30,0.00,0.00,0.00,8.70,0.00,2.17,0.0,Matches
26,Mohamed Aly Camara\Mohamed-Aly-Camara,gn GUI,DF,ch Young Boys,20,1997,3.9,0.77,0.26,0.26,1.79,0.00,0.00,0.00,0.77,1.28,0.00,0.00,0.00,8.21,0.51,0.51,50.0,Matches
27,Nadiem Amiri\Nadiem-Amiri,de GER,MF,de Hoffenheim,21,1996,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,10.0,0.00,3.33,0.0,Matches
28,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MFDF,be Club Brugge,21,1996,2.0,0.50,0.00,0.00,2.00,1.00,0.00,0.50,2.50,2.50,0.00,0.00,0.00,9.50,1.00,2.50,28.6,Matches
29,Angeliño\Angelino,es ESP,DF,nl PSV Eindhoven,21,1997,6.0,0.17,0.00,0.00,0.83,0.83,0.00,2.00,1.50,0.50,0.00,0.00,0.00,6.17,0.33,0.50,40.0,Matches
30,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,fr Lyon,20,1998,7.0,0.14,0.00,0.00,1.14,1.71,0.29,0.71,1.29,1.71,0.00,0.00,0.00,6.43,0.29,0.57,33.3,Matches
31,Alphonse Areola\Alphonse-Areola,fr FRA,GK,fr Paris S-G,25,1993,3.0,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,,Matches
32,Santiago Arias\Santiago-Arias,co COL,DFMF,es Atlético Madrid,26,1992,3.8,0.00,0.00,0.00,0.00,0.79,0.00,1.84,0.26,2.37,0.00,0.00,0.00,8.42,0.53,0.00,100.0,Matches
33,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,it Inter,29,1988,5.8,0.17,0.00,0.00,1.21,2.59,0.00,1.72,0.86,0.69,0.00,0.00,0.00,9.31,0.34,1.03,25.0,Matches
34,Marco Asensio\Marco-Asensio,es ESP,FW,es Real Madrid,22,1996,3.4,0.00,0.00,0.00,1.18,2.06,0.29,4.71,1.47,0.59,0.00,0.00,0.00,5.59,0.59,0.59,50.0,Matches
35,Roger Assalé\Roger-Assale,ci CIV,FWMF,ch Young Boys,24,1993,4.2,0.24,0.00,0.00,2.38,3.33,1.19,1.90,0.24,0.24,0.00,0.00,0.00,4.76,0.24,0.24,50.0,Matches
36,Serge Aurier\Serge-Aurier,ci CIV,DF,eng Tottenham,25,1992,4.8,0.21,0.00,0.00,0.83,0.83,0.00,3.54,2.50,1.25,0.00,0.00,0.00,10.8,1.67,0.63,72.7,Matches
37,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,MF,pt Porto,21,1997,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
38,Serdar Aziz\Serdar-Aziz,tr TUR,DF,tr Galatasaray,27,1990,4.0,0.75,0.00,0.00,2.25,1.00,0.00,0.00,0.25,1.25,0.00,0.00,0.00,13.5,1.75,1.25,58.3,Matches
39,Srđan Babić\Srdjan-Babic,rs SRB,DF,rs Red Star,22,1996,2.5,0.00,0.00,0.00,0.40,0.00,0.00,0.00,1.60,0.40,0.00,0.00,0.00,10.0,0.80,0.40,66.7,Matches
40,Loic Badiashile\Loic-Badiashile,fr FRA,GK,fr Monaco,20,1998,1.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches
41,Eric Bailly\Eric-Bailly,ci CIV,DF,eng Manchester Utd,24,1994,3.4,0.29,0.00,0.00,0.88,1.76,0.00,0.00,1.47,0.88,0.00,0.00,0.00,8.24,0.88,0.59,60.0,Matches
42,Michalis Bakakis\Michalis-Bakakis,gr GRE,DFFW,gr AEK Athens,27,1991,5.8,0.00,0.00,0.00,0.52,1.38,0.17,1.03,1.21,1.03,0.00,0.00,0.00,9.14,1.21,1.03,53.8,Matches
43,Anastasios Bakasetas\Anastasios-Bakasetas,gr GRE,FW,gr AEK Athens,25,1993,2.0,0.50,0.00,0.00,1.50,0.00,0.50,2.00,1.50,2.50,0.00,0.00,0.00,4.50,0.50,1.50,25.0,Matches
44,Keita Baldé\Keita-Balde,sn SEN,FWMF,it Inter,23,1995,0.8,0.00,0.00,0.00,0.00,3.75,0.00,3.75,0.00,1.25,0.00,0.00,0.00,7.50,2.50,2.50,50.0,Matches
45,Gareth Bale\Gareth-Bale,wal WAL,FW,es Real Madrid,29,1989,5.4,0.00,0.00,0.00,0.56,0.56,0.56,2.04,0.74,0.37,0.00,0.00,0.00,2.59,2.41,0.74,76.5,Matches
46,David von Ballmoos\David-von-Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.75,0.00,0.00,,Matches
47,Dmitri Barinov\Dmitri-Barinov,ru RUS,MF,ru Loko Moscow,21,1996,3.2,0.31,0.00,0.00,2.50,0.63,0.00,0.63,1.88,0.63,0.00,0.00,0.00,10.6,2.19,1.56,58.3,Matches
48,Vasilios Barkas\Vasilios-Barkas,gr GRE,GK,gr AEK Athens,24,1994,6.0,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.83,0.00,0.00,,Matches
49,Antonio Barreca\Antonio-Barreca,it ITA,DF,fr Monaco,23,1995,1.0,1.00,0.00,0.00,1.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,100.0,Matches
50,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,it Juventus,37,1981,1.2,0.00,0.00,0.00,0.83,0.83,0.00,0.00,0.00,1.67,0.00,0.00,0.00,10.8,1.67,1.67,50.0,Matches
51,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,es Valencia,24,1993,3.8,0.26,0.00,0.00,2.89,1.58,2.37,0.53,0.26,0.53,0.00,0.00,0.00,4.74,1.05,0.53,66.7,Matches
52,Oliver Baumann\Oliver-Baumann,de GER,GK,de Hoffenheim,28,1990,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
53,Ömer Bayram\Omer-Bayram,tr TUR,DF,tr Galatasaray,27,1991,0.6,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,1.67,0.00,0.00,0.00,10.0,0.00,1.67,0.0,Matches
54,Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,pt Porto,21,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
55,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,ru CSKA Moscow,22,1996,6.0,0.17,0.00,0.00,1.83,1.50,0.00,0.00,1.00,0.83,0.00,0.00,0.00,8.33,2.17,1.17,65.0,Matches
56,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,nl Ajax,21,1997,10.9,0.18,0.00,0.00,1.28,0.73,0.64,0.18,1.01,1.38,0.00,0.00,0.00,8.26,0.55,1.38,28.6,Matches
57,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,de Hoffenheim,26,1992,3.8,0.00,0.00,0.00,0.79,0.79,2.37,2.11,0.26,0.00,0.00,0.00,0.00,5.53,1.32,0.79,62.5,Matches
58,Younès Belhanda\Younes-Belhanda,ma MAR,MF,tr Galatasaray,28,1990,3.6,0.28,0.00,0.00,1.67,2.50,0.00,0.83,0.56,1.11,0.00,0.00,0.00,8.61,0.83,0.28,75.0,Matches
59,Diego Benaglio\Diego-Benaglio,ch SUI,GK,fr Monaco,34,1983,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89,0.00,0.00,,Matches
60,Medhi Benatia\Medhi-Benatia,ma MAR,DF,it Juventus,31,1987,1.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,7.00,1.00,0.00,100.0,Matches
61,Loris Benito\Loris-Benito,ch SUI,DF,ch Young Boys,26,1992,6.0,0.33,0.00,0.00,2.50,0.67,0.00,1.83,1.50,0.83,0.00,0.00,0.00,11.8,1.50,1.33,52.9,Matches
62,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,de Schalke 04,23,1994,4.7,0.00,0.00,0.00,0.64,0.43,0.00,0.43,2.34,2.34,0.00,0.00,0.00,12.1,0.64,0.21,75.0,Matches
63,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MFFW,it Juventus,21,1997,6.1,0.16,0.00,0.00,1.97,1.48,0.00,0.98,1.97,1.97,0.00,0.00,0.00,9.51,1.15,0.49,70.0,Matches
64,Karim Benzema\Karim-Benzema,fr FRA,FW,es Real Madrid,30,1987,6.5,0.00,0.00,0.00,0.00,0.31,0.77,1.38,0.31,0.31,0.00,0.00,0.00,3.85,0.92,1.38,40.0,Matches
65,Steve von Bergen\Steve-von-Bergen,ch SUI,DF,ch Young Boys,35,1983,4.5,0.22,0.00,0.00,1.33,0.44,0.00,0.00,1.56,1.56,0.00,0.00,0.00,7.33,0.00,0.67,0.0,Matches
66,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,nl PSV Eindhoven,20,1997,4.4,0.23,0.00,0.00,1.36,0.68,0.00,0.91,0.68,0.68,0.00,0.00,0.00,5.68,0.23,0.68,25.0,Matches
67,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MFFW,it Juventus,24,1994,6.1,0.33,0.00,0.00,1.31,2.13,0.33,2.30,1.48,0.33,0.16,0.00,0.00,5.08,0.16,0.33,33.3,Matches
68,Juan Bernat\Juan-Bernat,es ESP,DFMF,fr Paris S-G,25,1993,7.5,0.27,0.00,0.00,1.73,0.93,0.13,1.33,0.80,1.33,0.00,0.13,0.00,8.00,0.80,1.20,40.0,Matches
69,Leonardo Bertone\Leonardo-Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,0.83,0.00,0.00,1.67,1.67,0.00,0.00,0.83,0.00,0.00,0.00,0.00,10.0,0.00,0.83,0.0,Matches
70,Giulian Biancone\Giulian-Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,0.53,0.00,0.00,1.58,0.53,0.00,1.58,1.05,1.58,0.00,0.00,0.00,10.0,0.00,1.05,0.0,Matches
71,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,de Hoffenheim,28,1990,2.8,0.36,0.00,0.00,2.14,0.71,0.00,0.00,0.36,0.71,0.00,0.00,0.00,11.4,1.07,0.00,100.0,Matches
72,Jaka Bijol\Jaka-Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3.0,0.67,0.00,0.00,3.67,1.67,0.00,0.00,0.33,1.33,0.00,0.00,0.00,12.0,4.00,2.00,66.7,Matches
73,Kristijan Bistrović\Kristijan-Bistrovic,hr CRO,MF,ru CSKA Moscow,20,1998,2.0,0.00,0.00,0.00,0.50,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,10.5,1.00,0.00,100.0,Matches
74,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,0.00,0.00,0.00,1.88,1.88,0.00,1.88,1.25,3.75,0.00,0.00,0.00,6.88,0.00,0.63,0.0,Matches
75,Daley Blind\Daley-Blind,nl NED,DFMF,nl Ajax,28,1990,12.0,0.17,0.00,0.00,0.75,0.58,0.08,0.50,0.92,1.50,0.00,0.00,0.00,12.8,2.25,1.92,54.0,Matches
76,Richmond Boakye\Richmond-Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,0.00,0.00,0.00,0.48,1.43,0.95,0.00,0.95,0.00,0.00,0.00,0.00,5.24,0.00,5.71,0.0,Matches
77,Jérôme Boateng\Jerome-Boateng,de GER,DF,de Bayern Munich,29,1988,5.0,0.00,0.00,0.00,0.60,0.60,0.00,0.00,1.20,0.80,0.00,0.20,0.00,12.8,0.40,0.80,33.3,Matches
78,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,FWMF,ua Shakhtar,25,1993,1.9,0.53,0.00,0.00,0.53,0.00,0.00,0.53,1.05,0.53,0.00,0.00,0.00,4.21,0.00,0.00,,Matches
79,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,it Juventus,31,1987,10.0,0.00,0.00,0.00,0.60,0.30,0.00,0.20,0.80,0.80,0.10,0.00,0.10,9.90,1.50,1.90,44.1,Matches
80,Milan Borjan\Milan-Borjan,ca CAN,GK,rs Red Star,30,1987,6.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,4.83,0.00,0.00,,Matches
81,Lucas Boyé\Lucas-Boye,ar ARG,FW,gr AEK Athens,22,1996,1.4,0.00,0.00,0.00,3.57,1.43,0.71,3.57,1.43,0.71,0.00,0.00,0.00,4.29,0.00,1.43,0.0,Matches
82,Yacine Brahimi\Yacine-Brahimi,dz ALG,FWMF,pt Porto,28,1990,6.9,0.00,0.00,0.00,1.01,1.59,0.14,0.72,0.58,0.43,0.00,0.00,0.00,6.81,0.29,0.29,50.0,Matches
83,Joshua Brenet\Joshua-Brenet,nl NED,DFFW,de Hoffenheim,24,1994,1.5,0.00,0.00,0.00,0.67,0.00,0.67,0.00,0.67,0.67,0.00,0.00,0.00,6.00,0.00,1.33,0.0,Matches
84,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,25,1992,5.9,0.51,0.00,0.00,1.69,0.51,0.00,0.34,1.86,1.69,0.00,0.00,0.00,11.7,0.68,0.68,50.0,Matches
85,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,de Schalke 04,26,1991,2.0,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.00,5.00,2.00,0.00,100.0,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,19,1998,1.7,0.00,0.00,0.00,0.00,0.00,0.59,1.18,0.59,0.00,0.00,0.00,0.00,0.59,0.00,1.18,0.0,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,0.00,0.00,,Matches
88,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,de Schalke 04,29,1989,2.6,0.38,0.00,0.00,1.54,0.77,2.31,1.15,0.00,0.00,0.00,0.00,0.00,5.77,1.15,1.15,50.0,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,27,1990,7.0,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.71,0.00,0.00,,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,30,1988,11.5,0.26,0.00,0.00,1.65,1.22,0.00,0.00,1.13,1.91,0.00,0.00,0.00,10.1,1.04,1.39,42.9,Matches
91,Bohdan Butko\Bohdan-Butko,ua UKR,DF,ua Shakhtar,27,1991,1.5,0.00,0.00,0.00,0.00,0.67,0.00,1.33,0.67,0.00,0.00,0.00,0.00,6.00,0.00,0.67,0.0,Matches
92,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,de Schalke 04,30,1988,5.7,0.00,0.00,0.00,1.93,1.05,0.35,1.75,2.11,2.28,0.00,0.00,0.00,8.25,0.70,0.00,100.0,Matches
93,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,31,1987,5.7,0.18,0.00,0.00,1.05,1.23,0.88,3.68,1.23,0.88,0.18,0.00,0.00,8.95,0.18,1.58,10.0,Matches
94,Emre Can\Emre-Can,de GER,MFDF,it Juventus,24,1994,3.8,0.26,0.00,0.00,1.32,1.58,0.00,0.26,1.32,1.05,0.00,0.00,0.00,11.8,1.84,0.79,70.0,Matches
95,João Cancelo\Joao-Cancelo,pt POR,DF,it Juventus,24,1994,5.3,0.00,0.00,0.00,1.13,1.70,0.00,3.40,0.57,2.64,0.19,0.00,0.00,9.06,0.94,0.57,62.5,Matches
96,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,it Inter,31,1987,1.5,0.00,0.00,0.00,0.67,0.67,0.00,4.00,0.00,0.00,0.00,0.00,0.00,8.67,0.67,0.67,50.0,Matches
97,Dani Carvajal\Dani-Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,0.21,0.00,0.00,1.49,0.43,0.00,3.83,1.70,1.28,0.00,0.00,0.00,9.57,0.43,0.21,66.7,Matches
98,Casemiro\Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,0.00,0.00,0.00,1.96,0.54,0.00,0.00,1.43,2.50,0.00,0.00,0.00,15.9,1.61,2.14,42.9,Matches
99,Iker Casillas\Iker-Casillas,es ESP,GK,pt Porto,37,1981,10.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.59,0.00,0.00,,Matches
100,Nicolás Castillo\Nicolas-Castillo,cl CHI,FW,pt Benfica,25,1993,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
101,Goran Čaušić\Goran-Causic,rs SRB,MF,rs Red Star,26,1992,3.5,0.00,0.00,0.00,1.43,0.29,0.00,0.57,0.86,2.00,0.00,0.00,0.00,13.1,0.57,2.57,18.2,Matches
102,Edinson Cavani\Edinson-Cavani,uy URU,FW,fr Paris S-G,31,1987,4.6,0.00,0.00,0.00,0.65,0.43,0.87,0.65,1.09,0.00,0.00,0.00,0.00,3.70,0.00,0.22,0.0,Matches
103,Dani Ceballos\Dani-Ceballos,es ESP,MF,es Real Madrid,21,1996,2.1,0.00,0.00,0.00,0.95,0.95,0.00,0.48,1.43,0.00,0.00,0.00,0.00,9.05,0.00,0.00,,Matches
104,Muğdat Çelik\Mugdat-Celik,tr TUR,FW,tr Galatasaray,28,1990,0.5,2.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,100.0,Matches
105,Aleš Čermák\Ales-Cermak,cz CZE,MF,cz Viktoria Plzeň,23,1994,3.9,0.00,0.00,0.00,1.54,2.31,0.00,0.26,0.26,0.77,0.00,0.00,0.00,8.21,0.51,0.26,66.7,Matches
106,Franco Cervi\Franco-Cervi,ar ARG,FW,pt Benfica,24,1994,3.4,0.00,0.00,0.00,0.59,3.53,0.29,1.76,0.88,1.47,0.00,0.00,0.00,6.76,0.00,0.29,0.0,Matches
107,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,fr Monaco,28,1989,3.5,0.00,0.00,0.00,0.86,0.29,0.29,0.86,0.29,1.14,0.00,0.00,0.00,6.29,2.86,0.29,90.9,Matches
108,Fyodor Chalov\Fyodor-Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,5.6,0.18,0.00,0.00,0.71,0.54,0.36,0.71,0.18,0.54,0.00,0.00,0.00,3.57,0.18,2.68,6.3,Matches
109,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,fr Lyon,20,1997,1.2,0.00,0.00,0.00,0.83,1.67,0.00,0.00,0.00,3.33,0.00,0.00,0.00,12.5,0.83,0.83,50.0,Matches
110,Nikita Chernov\Nikita-Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,3.9,0.00,0.00,0.00,1.03,0.51,0.00,0.00,0.51,1.54,0.00,0.00,0.00,12.6,2.31,1.79,56.3,Matches
111,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,es Valencia,27,1990,1.2,0.00,0.00,0.00,2.50,0.00,0.83,5.00,1.67,0.83,0.00,0.00,0.00,8.33,0.00,0.83,0.0,Matches
112,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,it Juventus,33,1984,6.0,0.17,0.00,0.00,0.67,1.17,0.17,0.33,0.50,1.33,0.00,0.00,0.00,11.5,1.67,0.83,66.7,Matches
113,Tahith Chong\Tahith-Chong,nl NED,MF,eng Manchester Utd,18,1999,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,20.0,0.00,10.0,0.0,Matches
114,Tomáš Chorý\Tomas-Chory,cz CZE,FW,cz Viktoria Plzeň,23,1995,2.7,0.00,0.00,0.00,2.96,2.59,0.74,0.37,1.11,0.74,0.00,0.00,0.00,5.19,4.44,4.44,50.0,Matches
115,Dmytro Chygrynskiy\Dmytro-Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5.0,0.20,0.00,0.00,0.60,0.60,0.20,0.00,1.20,1.80,0.00,0.00,0.00,10.6,0.40,0.60,40.0,Matches
116,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,,Matches
117,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,22,1996,1.4,0.00,0.00,0.00,0.71,0.71,1.43,1.43,0.00,0.71,0.00,0.00,0.00,7.86,0.00,0.71,0.0,Matches
118,Germán Conti\German-Conti,ar ARG,DF,pt Benfica,24,1994,3.0,0.33,0.00,0.00,1.00,0.33,0.00,0.00,1.33,1.33,0.00,0.00,0.00,8.33,2.00,1.00,66.7,Matches
119,Dion Cools\Dion-Cools,be BEL,DFMF,be Club Brugge,22,1996,1.3,0.00,0.00,0.00,1.54,1.54,0.00,3.08,0.77,0.00,0.00,0.00,0.00,6.92,0.77,1.54,33.3,Matches
120,Francis Coquelin\Francis-Coquelin,fr FRA,MFFW,es Valencia,27,1991,3.1,0.32,0.00,0.00,2.26,2.58,0.00,0.32,3.23,0.97,0.00,0.00,0.00,10.3,0.65,0.65,50.0,Matches
