Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
11,Kevin Akpoguma\Kevin-Akpoguma,ng NGA,DF,de Hoffenheim,23,1995,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
12,David Alaba\David-Alaba,at AUT,DF,de Bayern Munich,26,1992,7,7,630,7.0,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,0.01,0.01,0.09,0.11,0.02,0.09,0.11,0.02,0.11,Matches
13,Jordi Alba\Jordi-Alba,es ESP,DF,es Barcelona,29,1989,11,11,990,11.0,0.09,0.45,0.09,0.00,0.00,0.18,0.00,0.09,0.45,0.55,0.09,0.55,0.05,0.05,0.27,0.33,0.06,0.27,0.33,0.06,0.33,Matches
14,Raúl Albiol\Raul-Albiol,es ESP,DF,it Napoli,32,1985,6,6,495,5.5,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
15,Paco Alcácer\Paco-Alcacer,es ESP,FW,de Dortmund,24,1993,5,4,356,4.0,0.25,0.25,0.25,0.00,0.25,0.25,0.00,0.25,0.25,0.51,0.25,0.51,0.50,0.33,0.17,0.47,0.51,0.17,0.68,0.32,0.49,Matches
16,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,de Bayern Munich,27,1991,5,4,389,4.3,0.00,0.23,0.00,0.00,0.00,0.23,0.00,0.00,0.23,0.23,0.00,0.23,0.05,0.05,0.09,0.14,0.04,0.09,0.13,0.04,0.13,Matches
17,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,eng Tottenham,29,1989,12,12,1080,12.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.02,0.07,0.05,0.02,0.06,0.05,0.06,Matches
18,Alef\Alef,br BRA,MF,gr AEK Athens,23,1995,4,2,201,2.2,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
19,Carles Aleñá\Carles-Alena,es ESP,MF,es Barcelona,20,1998,3,1,92,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.09,0.04,0.14,0.09,0.14,Matches
20,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,eng Liverpool,19,1998,11,11,919,10.2,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.04,0.04,0.27,0.31,0.04,0.27,0.32,0.04,0.32,Matches
21,Alisson\Alisson,br BRA,GK,eng Liverpool,25,1992,13,13,1170,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
22,Allan\Allan,br BRA,MF,it Napoli,27,1991,6,6,510,5.7,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.02,0.05,0.03,0.02,0.05,0.03,0.05,Matches
23,Dele Alli\Dele-Alli,eng ENG,MF,eng Tottenham,22,1996,8,8,707,7.9,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.38,0.00,0.38,0.25,0.25,0.23,0.48,0.25,0.23,0.48,0.25,0.48,Matches
24,André Almeida\Andre-Almeida,pt POR,DF,pt Benfica,27,1990,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.05,0.01,0.03,0.04,0.01,0.04,Matches
25,Dani Alves\Dani-Alves,br BRA,MFDF,fr Paris S-G,35,1983,3,2,205,2.3,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.17,0.07,0.10,0.17,0.07,0.17,Matches
26,Mohamed Aly Camara\Mohamed-Aly-Camara,gn GUI,DF,ch Young Boys,20,1997,4,4,347,3.9,0.00,0.00,0.00,0.00,0.00,0.77,0.26,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.10,0.00,0.10,0.10,0.10,Matches
27,Nadiem Amiri\Nadiem-Amiri,de GER,MF,de Hoffenheim,21,1996,1,0,28,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.14,0.37,0.51,0.14,0.51,Matches
28,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MFDF,be Club Brugge,21,1996,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
29,Angeliño\Angelino,es ESP,DF,nl PSV Eindhoven,21,1997,6,6,540,6.0,0.00,0.17,0.00,0.00,0.00,0.17,0.00,0.00,0.17,0.17,0.00,0.17,0.02,0.02,0.12,0.13,0.01,0.11,0.13,0.01,0.13,Matches
30,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,fr Lyon,20,1998,7,7,630,7.0,0.00,0.29,0.00,0.00,0.00,0.14,0.00,0.00,0.29,0.29,0.00,0.29,0.13,0.13,0.16,0.29,0.13,0.16,0.29,0.13,0.29,Matches
31,Alphonse Areola\Alphonse-Areola,fr FRA,GK,fr Paris S-G,25,1993,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
32,Santiago Arias\Santiago-Arias,co COL,DFMF,es Atlético Madrid,26,1992,4,4,346,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.02,0.03,0.00,0.03,Matches
33,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,it Inter,29,1988,6,6,518,5.8,0.00,0.17,0.00,0.00,0.00,0.17,0.00,0.00,0.17,0.17,0.00,0.17,0.07,0.07,0.05,0.10,0.06,0.04,0.11,0.06,0.11,Matches
34,Marco Asensio\Marco-Asensio,es ESP,FW,es Real Madrid,22,1996,7,2,306,3.4,0.59,0.00,0.59,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,0.62,0.62,0.32,0.94,0.63,0.32,0.94,0.63,0.94,Matches
35,Roger Assalé\Roger-Assale,ci CIV,FWMF,ch Young Boys,24,1993,5,4,381,4.2,0.24,0.00,0.24,0.00,0.00,0.24,0.00,0.24,0.00,0.24,0.24,0.24,0.21,0.21,0.17,0.38,0.22,0.17,0.39,0.22,0.39,Matches
36,Serge Aurier\Serge-Aurier,ci CIV,DF,eng Tottenham,25,1992,5,5,434,4.8,0.00,0.21,0.00,0.00,0.00,0.21,0.00,0.00,0.21,0.21,0.00,0.21,0.00,0.00,0.06,0.08,0.01,0.07,0.08,0.01,0.08,Matches
37,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,MF,pt Porto,21,1997,1,0,9,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
38,Serdar Aziz\Serdar-Aziz,tr TUR,DF,tr Galatasaray,27,1990,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.02,0.02,0.00,0.02,Matches
39,Srđan Babić\Srdjan-Babic,rs SRB,DF,rs Red Star,22,1996,3,2,225,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,0.08,0.00,0.08,0.08,0.08,Matches
40,Loic Badiashile\Loic-Badiashile,fr FRA,GK,fr Monaco,20,1998,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
41,Eric Bailly\Eric-Bailly,ci CIV,DF,eng Manchester Utd,24,1994,4,4,305,3.4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.06,0.00,0.06,0.06,0.06,Matches
42,Michalis Bakakis\Michalis-Bakakis,gr GRE,DFFW,gr AEK Athens,27,1991,6,6,519,5.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.00,0.06,0.06,0.00,0.06,Matches
43,Anastasios Bakasetas\Anastasios-Bakasetas,gr GRE,FW,gr AEK Athens,25,1993,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.25,0.35,0.09,0.24,0.33,0.09,0.33,Matches
44,Keita Baldé\Keita-Balde,sn SEN,FWMF,it Inter,23,1995,4,0,76,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,0.22,0.00,0.22,0.22,0.22,Matches
45,Gareth Bale\Gareth-Bale,wal WAL,FW,es Real Madrid,29,1989,7,5,486,5.4,0.56,0.37,0.56,0.00,0.00,0.00,0.00,0.56,0.37,0.93,0.56,0.93,0.63,0.63,0.15,0.78,0.63,0.14,0.78,0.63,0.78,Matches
46,David von Ballmoos\David-von-Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
47,Dmitri Barinov\Dmitri-Barinov,ru RUS,MF,ru Loko Moscow,21,1996,4,3,284,3.2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.09,0.16,0.07,0.10,0.17,0.07,0.17,Matches
48,Vasilios Barkas\Vasilios-Barkas,gr GRE,GK,gr AEK Athens,24,1994,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
49,Antonio Barreca\Antonio-Barreca,it ITA,DF,fr Monaco,23,1995,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.09,0.09,0.00,0.09,Matches
50,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,it Juventus,37,1981,3,1,108,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
51,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,es Valencia,24,1993,5,4,345,3.8,0.26,0.00,0.26,0.00,0.00,0.26,0.00,0.26,0.00,0.26,0.26,0.26,0.42,0.42,0.05,0.47,0.41,0.05,0.47,0.41,0.47,Matches
52,Oliver Baumann\Oliver-Baumann,de GER,GK,de Hoffenheim,28,1990,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
53,Ömer Bayram\Omer-Bayram,tr TUR,DF,tr Galatasaray,27,1991,2,0,54,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
54,Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,pt Porto,21,1996,1,0,8,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.49,0.00,1.49,1.49,1.49,Matches
55,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,ru CSKA Moscow,22,1996,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.01,0.01,Matches
56,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,nl Ajax,21,1997,12,11,981,10.9,0.28,0.18,0.28,0.00,0.00,0.18,0.00,0.28,0.18,0.46,0.28,0.46,0.38,0.38,0.20,0.58,0.37,0.21,0.58,0.37,0.58,Matches
57,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,de Hoffenheim,26,1992,5,4,346,3.8,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.26,0.26,0.52,0.26,0.52,0.55,0.55,0.18,0.74,0.55,0.17,0.72,0.55,0.72,Matches
58,Younès Belhanda\Younes-Belhanda,ma MAR,MF,tr Galatasaray,28,1990,4,4,325,3.6,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.22,0.28,0.06,0.23,0.29,0.06,0.29,Matches
59,Diego Benaglio\Diego-Benaglio,ch SUI,GK,fr Monaco,34,1983,5,5,404,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
60,Medhi Benatia\Medhi-Benatia,ma MAR,DF,it Juventus,31,1987,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
61,Loris Benito\Loris-Benito,ch SUI,DF,ch Young Boys,26,1992,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.01,0.01,0.00,0.01,Matches
62,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,de Schalke 04,23,1994,6,4,424,4.7,0.64,0.00,0.00,0.64,0.64,0.00,0.00,0.64,0.00,0.64,0.00,0.00,0.49,0.00,0.00,0.02,0.49,0.01,0.50,0.01,0.01,Matches
63,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MFFW,it Juventus,21,1997,7,6,551,6.1,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.10,0.04,0.05,0.10,0.04,0.10,Matches
64,Karim Benzema\Karim-Benzema,fr FRA,FW,es Real Madrid,30,1987,8,8,582,6.5,0.62,0.31,0.62,0.00,0.00,0.00,0.00,0.62,0.31,0.93,0.62,0.93,0.31,0.31,0.18,0.49,0.31,0.18,0.49,0.31,0.49,Matches
65,Steve von Bergen\Steve-von-Bergen,ch SUI,DF,ch Young Boys,35,1983,5,5,405,4.5,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.03,0.03,0.00,0.03,Matches
66,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,nl PSV Eindhoven,20,1997,5,5,400,4.4,0.00,0.23,0.00,0.00,0.00,0.23,0.00,0.00,0.23,0.23,0.00,0.23,0.14,0.14,0.23,0.36,0.13,0.22,0.35,0.13,0.35,Matches
67,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MFFW,it Juventus,24,1994,8,6,552,6.1,0.00,0.16,0.00,0.00,0.00,0.33,0.00,0.00,0.16,0.16,0.00,0.16,0.18,0.18,0.44,0.62,0.18,0.43,0.61,0.18,0.61,Matches
68,Juan Bernat\Juan-Bernat,es ESP,DFMF,fr Paris S-G,25,1993,8,8,675,7.5,0.40,0.00,0.40,0.00,0.00,0.27,0.00,0.40,0.00,0.40,0.40,0.40,0.16,0.16,0.15,0.32,0.17,0.15,0.32,0.17,0.32,Matches
69,Leonardo Bertone\Leonardo-Bertone,ch SUI,MF,ch Young Boys,24,1994,3,1,107,1.2,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
70,Giulian Biancone\Giulian-Biancone,fr FRA,DF,fr Monaco,18,2000,2,2,167,1.9,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.01,0.08,0.09,0.01,0.09,Matches
71,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,de Hoffenheim,28,1990,3,3,252,2.8,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.05,0.05,0.00,0.05,Matches
72,Jaka Bijol\Jaka-Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.09,0.01,0.10,0.09,0.10,Matches
73,Kristijan Bistrović\Kristijan-Bistrovic,hr CRO,MF,ru CSKA Moscow,20,1998,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.10,0.05,0.03,0.08,0.05,0.08,Matches
74,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,de Hoffenheim,24,1993,3,2,141,1.6,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.64,0.00,0.64,0.13,0.13,0.44,0.56,0.16,0.43,0.59,0.16,0.59,Matches
75,Daley Blind\Daley-Blind,nl NED,DFMF,nl Ajax,28,1990,12,12,1080,12.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.08,0.04,0.05,0.09,0.04,0.09,Matches
76,Richmond Boakye\Richmond-Boakye,gh GHA,FW,rs Red Star,25,1993,3,2,189,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.19,0.16,0.02,0.18,0.16,0.18,Matches
77,Jérôme Boateng\Jerome-Boateng,de GER,DF,de Bayern Munich,29,1988,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
78,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,FWMF,ua Shakhtar,25,1993,4,2,172,1.9,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.16,0.21,0.05,0.16,0.21,0.05,0.21,Matches
79,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,it Juventus,31,1987,10,10,900,10.0,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.02,0.02,0.09,0.11,0.02,0.09,0.11,0.02,0.11,Matches
80,Milan Borjan\Milan-Borjan,ca CAN,GK,rs Red Star,30,1987,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
81,Lucas Boyé\Lucas-Boye,ar ARG,FW,gr AEK Athens,22,1996,4,1,124,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.06,0.00,0.06,0.06,0.06,Matches
82,Yacine Brahimi\Yacine-Brahimi,dz ALG,FWMF,pt Porto,28,1990,9,7,620,6.9,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,0.10,0.10,0.10,0.20,0.10,0.10,0.21,0.10,0.21,Matches
83,Joshua Brenet\Joshua-Brenet,nl NED,DFFW,de Hoffenheim,24,1994,2,2,135,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.06,0.00,0.06,0.06,0.06,Matches
84,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,25,1992,6,6,534,5.9,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.07,0.02,0.05,0.07,0.02,0.07,Matches
85,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,de Schalke 04,26,1991,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,19,1998,5,1,152,1.7,0.59,0.59,0.59,0.00,0.00,0.00,0.00,0.59,0.59,1.18,0.59,1.18,0.53,0.53,0.41,0.94,0.50,0.42,0.92,0.50,0.92,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,fr Paris S-G,40,1978,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
88,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,de Schalke 04,29,1989,6,2,233,2.6,0.38,0.38,0.38,0.00,0.00,0.38,0.00,0.39,0.39,0.77,0.39,0.77,0.23,0.23,0.04,0.27,0.22,0.05,0.26,0.22,0.26,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,27,1990,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,30,1988,12,11,1033,11.5,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.10,0.11,0.02,0.09,0.12,0.02,0.12,Matches
91,Bohdan Butko\Bohdan-Butko,ua UKR,DF,ua Shakhtar,27,1991,3,1,136,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
92,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,de Schalke 04,30,1988,6,6,511,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.12,0.16,0.02,0.13,0.15,0.02,0.15,Matches
93,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,31,1987,6,6,514,5.7,0.00,0.35,0.00,0.00,0.00,0.18,0.00,0.00,0.35,0.35,0.00,0.35,0.14,0.14,0.40,0.54,0.14,0.40,0.54,0.14,0.54,Matches
94,Emre Can\Emre-Can,de GER,MFDF,it Juventus,24,1994,6,2,338,3.8,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,0.08,0.00,0.08,0.08,0.08,Matches
95,João Cancelo\Joao-Cancelo,pt POR,DF,it Juventus,24,1994,7,5,480,5.3,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,0.00,0.37,0.06,0.06,0.15,0.21,0.06,0.14,0.20,0.06,0.20,Matches
96,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,it Inter,31,1987,5,2,138,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.03,0.31,0.34,0.03,0.34,Matches
97,Dani Carvajal\Dani-Carvajal,es ESP,DF,es Real Madrid,26,1992,6,5,419,4.7,0.00,0.21,0.00,0.00,0.00,0.21,0.00,0.00,0.21,0.21,0.00,0.21,0.04,0.04,0.26,0.30,0.05,0.25,0.30,0.05,0.30,Matches
