Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
16,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,de Bayern Munich,27,1991,4.3,2.56,2.09,0.70,1.63,0.23,0.23,1.86,12.5,1.63,24.4,6.98,28.6,6.51,13.7,4.19,1.86,0.47,0.00,1.40,2.56,5.12,0.47,0.00,Matches
17,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,eng Tottenham,29,1989,12.0,0.92,0.58,0.92,0.00,0.00,0.17,1.00,16.7,0.83,6.00,1.75,29.2,4.00,1.83,0.17,1.67,1.08,0.00,0.58,0.58,1.50,4.83,0.08,Matches
18,Alef\Alef,br BRA,MF,gr AEK Athens,23,1995,2.2,2.27,0.91,1.82,0.45,0.00,0.91,2.73,33.3,1.82,14.5,1.82,12.5,6.82,6.36,1.36,1.82,0.00,0.00,1.82,1.82,4.09,1.36,0.00,Matches
19,Carles Aleñá\Carles-Alena,es ESP,MF,es Barcelona,20,1998,1.0,3.00,1.00,3.00,0.00,0.00,1.00,4.00,25.0,3.00,29.0,4.00,13.8,10.0,12.0,7.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,Matches
20,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,eng Liverpool,19,1998,10.2,1.76,1.08,0.88,0.69,0.20,0.98,2.55,38.5,1.57,15.8,4.51,28.6,7.06,5.69,3.04,1.67,0.10,0.00,1.57,1.18,2.94,3.33,0.00,Matches
21,Alisson\Alisson,br BRA,GK,eng Liverpool,25,1992,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
22,Allan\Allan,br BRA,MF,it Napoli,27,1991,5.7,5.61,4.39,2.63,2.98,0.00,1.23,5.61,21.9,4.39,42.3,11.6,27.4,12.3,24.9,5.09,1.93,0.35,0.00,1.58,1.40,7.02,0.35,0.00,Matches
23,Dele Alli\Dele-Alli,eng ENG,MF,eng Tottenham,22,1996,7.9,1.27,0.38,0.38,0.51,0.38,0.25,1.52,16.7,1.27,24.6,6.96,28.4,5.19,12.2,7.22,1.14,0.38,0.00,0.76,0.63,1.90,0.63,0.00,Matches
24,André Almeida\Andre-Almeida,pt POR,DF,pt Benfica,27,1990,6.0,2.67,1.17,1.50,1.00,0.17,0.83,1.67,50.0,0.83,16.3,5.83,35.7,8.33,6.50,1.50,4.00,0.50,0.00,3.50,1.67,4.33,3.33,0.00,Matches
25,Dani Alves\Dani-Alves,br BRA,MFDF,fr Paris S-G,35,1983,2.3,2.17,1.30,1.74,0.43,0.00,0.00,1.74,0.0,1.74,34.8,7.83,22.5,7.83,19.1,7.83,3.48,0.43,0.00,3.04,0.43,2.61,0.43,0.00,Matches
26,Mohamed Aly Camara\Mohamed-Aly-Camara,gn GUI,DF,ch Young Boys,20,1997,3.9,2.05,1.28,1.54,0.51,0.00,1.03,2.05,50.0,1.03,10.8,3.59,33.3,8.46,2.05,0.26,2.56,1.54,0.26,1.03,0.77,2.82,3.59,0.00,Matches
27,Nadiem Amiri\Nadiem-Amiri,de GER,MF,de Hoffenheim,21,1996,0.3,10.0,0.00,10.0,0.00,0.00,3.33,3.33,100.0,0.00,23.3,0.00,0.0,16.7,6.67,0.00,0.00,0.00,0.00,0.00,3.33,13.3,0.00,0.00,Matches
28,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MFDF,be Club Brugge,21,1996,2.0,3.00,2.50,2.50,0.50,0.00,1.00,2.00,50.0,1.00,21.0,7.00,33.3,13.0,6.50,1.50,2.50,0.50,0.00,2.00,2.50,5.50,2.00,0.00,Matches
29,Angeliño\Angelino,es ESP,DF,nl PSV Eindhoven,21,1997,6.0,1.17,0.50,0.67,0.33,0.17,0.50,1.17,42.9,0.67,15.3,2.83,18.5,11.7,3.67,0.00,4.00,1.17,0.33,2.83,1.50,2.67,3.83,0.17,Matches
30,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,fr Lyon,20,1998,7.0,2.43,1.71,1.57,0.86,0.00,0.43,2.71,15.8,2.29,27.7,6.43,23.2,12.7,12.3,2.71,1.86,0.71,0.00,1.14,1.29,3.71,1.57,0.00,Matches
31,Alphonse Areola\Alphonse-Areola,fr FRA,GK,fr Paris S-G,25,1993,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
32,Santiago Arias\Santiago-Arias,co COL,DFMF,es Atlético Madrid,26,1992,3.8,3.42,2.37,3.16,0.00,0.26,1.05,2.11,50.0,1.05,11.8,4.21,35.6,8.68,2.37,0.79,0.79,0.00,0.00,0.79,0.26,3.68,1.84,0.00,Matches
33,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,it Inter,29,1988,5.8,1.21,0.69,0.52,0.52,0.17,0.17,0.69,25.0,0.52,10.3,2.41,23.3,4.66,4.48,1.21,1.72,0.17,0.00,1.55,0.86,2.07,2.93,0.17,Matches
34,Marco Asensio\Marco-Asensio,es ESP,FW,es Real Madrid,22,1996,3.4,1.18,0.59,0.29,0.29,0.59,0.29,0.88,33.3,0.59,11.5,3.53,30.8,3.82,3.53,4.12,1.18,0.29,0.00,0.88,1.47,2.65,0.59,0.00,Matches
35,Roger Assalé\Roger-Assale,ci CIV,FWMF,ch Young Boys,24,1993,4.2,0.71,0.24,0.00,0.24,0.48,0.24,1.19,20.0,0.95,28.3,5.00,17.6,3.33,15.7,9.29,0.95,0.00,0.00,0.95,0.24,0.95,0.24,0.00,Matches
36,Serge Aurier\Serge-Aurier,ci CIV,DF,eng Tottenham,25,1992,4.8,1.67,1.25,0.83,0.63,0.21,0.42,1.67,25.0,1.25,18.8,3.13,16.7,8.54,7.92,2.29,2.29,0.21,0.00,2.08,2.50,4.17,2.29,0.00,Matches
37,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,MF,pt Porto,21,1997,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
38,Serdar Aziz\Serdar-Aziz,tr TUR,DF,tr Galatasaray,27,1990,4.0,2.00,1.25,1.25,0.75,0.00,0.50,1.00,50.0,0.50,7.50,2.25,30.0,3.50,3.75,0.25,1.75,0.75,0.00,1.00,0.25,2.25,2.75,0.25,Matches
39,Srđan Babić\Srdjan-Babic,rs SRB,DF,rs Red Star,22,1996,2.5,0.40,0.40,0.40,0.00,0.00,0.40,1.20,33.3,0.80,4.00,1.20,30.0,2.80,1.20,0.00,0.40,0.00,0.00,0.40,1.60,2.00,5.20,0.00,Matches
40,Loic Badiashile\Loic-Badiashile,fr FRA,GK,fr Monaco,20,1998,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Matches
41,Eric Bailly\Eric-Bailly,ci CIV,DF,eng Manchester Utd,24,1994,3.4,1.47,0.88,0.59,0.88,0.00,0.88,1.18,75.0,0.29,11.8,3.82,32.5,6.76,5.00,0.00,1.18,0.29,0.00,0.88,1.47,2.94,4.41,0.00,Matches
42,Michalis Bakakis\Michalis-Bakakis,gr GRE,DFFW,gr AEK Athens,27,1991,5.8,2.07,1.03,0.69,1.03,0.34,0.52,1.55,33.3,1.03,6.38,0.69,10.8,3.62,2.24,0.52,1.55,0.17,0.00,1.38,1.21,3.28,4.14,0.00,Matches
43,Anastasios Bakasetas\Anastasios-Bakasetas,gr GRE,FW,gr AEK Athens,25,1993,2.0,3.00,2.50,1.50,0.50,1.00,1.00,2.00,50.0,1.00,22.0,4.00,18.2,5.50,13.5,3.00,1.00,0.00,0.00,1.00,1.50,4.50,0.50,0.00,Matches
44,Keita Baldé\Keita-Balde,sn SEN,FWMF,it Inter,23,1995,0.8,1.25,1.25,1.25,0.00,0.00,0.00,0.00,,0.00,10.0,2.50,25.0,3.75,5.00,1.25,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,Matches
45,Gareth Bale\Gareth-Bale,wal WAL,FW,es Real Madrid,29,1989,5.4,0.37,0.37,0.19,0.19,0.00,0.00,0.93,0.0,0.93,15.9,4.26,26.7,2.59,7.04,6.30,0.74,0.19,0.00,0.56,0.74,1.11,0.37,0.00,Matches
46,David von Ballmoos\David-von-Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
47,Dmitri Barinov\Dmitri-Barinov,ru RUS,MF,ru Loko Moscow,21,1996,3.2,2.50,0.63,1.25,0.63,0.63,0.31,2.50,12.5,2.19,27.2,5.63,20.7,10.3,12.2,4.69,2.81,0.63,0.00,2.19,1.88,4.38,2.19,0.00,Matches
48,Vasilios Barkas\Vasilios-Barkas,gr GRE,GK,gr AEK Athens,24,1994,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.17,0.00,0.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,Matches
49,Antonio Barreca\Antonio-Barreca,it ITA,DF,fr Monaco,23,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,8.00,1.00,12.5,4.00,1.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
50,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,it Juventus,37,1981,1.2,2.50,1.67,0.83,1.67,0.00,1.67,1.67,100.0,0.00,9.17,4.17,45.5,5.00,2.50,1.67,1.67,0.83,0.00,0.83,0.00,2.50,0.83,0.00,Matches
51,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,es Valencia,24,1993,3.8,1.32,0.53,0.26,0.79,0.26,0.00,0.26,0.0,0.26,15.5,2.63,16.9,1.32,9.47,4.74,0.53,0.00,0.00,0.53,0.26,1.58,0.53,0.00,Matches
52,Oliver Baumann\Oliver-Baumann,de GER,GK,de Hoffenheim,28,1990,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.0,0.17,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
53,Ömer Bayram\Omer-Bayram,tr TUR,DF,tr Galatasaray,27,1991,0.6,5.00,1.67,3.33,1.67,0.00,1.67,3.33,50.0,1.67,6.67,0.00,0.0,3.33,3.33,0.00,1.67,1.67,0.00,0.00,0.00,5.00,3.33,0.00,Matches
54,Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,pt Porto,21,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Matches
55,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,ru CSKA Moscow,22,1996,6.0,1.67,0.83,1.17,0.33,0.17,0.67,1.50,44.4,0.83,9.83,2.33,23.7,5.83,3.50,0.50,1.50,1.00,0.00,0.50,1.00,2.67,5.50,0.00,Matches
56,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,nl Ajax,21,1997,10.9,2.02,1.38,0.28,1.28,0.46,0.37,1.74,21.1,1.38,17.6,6.15,34.9,3.76,8.53,5.32,1.56,0.18,0.00,1.38,1.01,3.03,0.73,0.00,Matches
57,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,de Hoffenheim,26,1992,3.8,1.05,0.00,0.79,0.00,0.26,0.26,1.05,25.0,0.79,13.9,3.16,22.6,4.74,4.21,5.00,0.00,0.00,0.00,0.00,0.26,1.32,0.26,0.00,Matches
58,Younès Belhanda\Younes-Belhanda,ma MAR,MF,tr Galatasaray,28,1990,3.6,1.94,1.11,0.28,1.39,0.28,0.28,1.94,14.3,1.67,13.3,2.78,20.8,3.33,5.83,4.17,1.94,0.28,0.00,1.67,0.56,2.50,0.00,0.00,Matches
59,Diego Benaglio\Diego-Benaglio,ch SUI,GK,fr Monaco,34,1983,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.22,0.00,0.00,0.22,0.00,0.00,0.00,0.00,Matches
60,Medhi Benatia\Medhi-Benatia,ma MAR,DF,it Juventus,31,1987,1.0,3.00,2.00,2.00,1.00,0.00,2.00,2.00,100.0,0.00,3.00,0.00,0.0,1.00,1.00,1.00,1.00,1.00,0.00,0.00,2.00,5.00,1.00,0.00,Matches
61,Loris Benito\Loris-Benito,ch SUI,DF,ch Young Boys,26,1992,6.0,1.83,0.83,0.83,0.33,0.67,0.33,1.00,33.3,0.67,10.5,2.50,23.8,3.67,4.83,2.00,1.67,0.33,0.00,1.33,1.50,3.33,3.33,0.00,Matches
62,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,de Schalke 04,23,1994,4.7,3.62,2.34,1.49,2.13,0.00,0.64,2.13,30.0,1.49,23.2,4.47,19.3,6.17,14.9,2.13,0.43,0.21,0.00,0.21,2.34,5.96,0.85,0.00,Matches
63,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MFFW,it Juventus,21,1997,6.1,3.44,1.97,1.48,1.80,0.16,0.49,1.80,27.3,1.31,16.7,4.75,28.4,6.23,8.20,2.30,2.13,0.49,0.00,1.64,1.97,5.41,0.98,0.00,Matches
64,Karim Benzema\Karim-Benzema,fr FRA,FW,es Real Madrid,30,1987,6.5,0.31,0.31,0.00,0.15,0.15,0.15,0.31,50.0,0.15,13.7,3.69,27.0,0.62,4.46,8.62,0.31,0.00,0.00,0.31,0.31,0.62,1.08,0.00,Matches
65,Steve von Bergen\Steve-von-Bergen,ch SUI,DF,ch Young Boys,35,1983,4.5,1.56,1.56,0.67,0.89,0.00,0.67,1.56,42.9,0.89,5.56,1.78,32.0,3.33,2.00,0.22,1.33,0.67,0.00,0.67,1.56,3.11,4.67,0.00,Matches
66,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,nl PSV Eindhoven,20,1997,4.4,1.14,0.68,0.68,0.23,0.23,0.68,1.36,50.0,0.68,21.8,3.86,17.7,7.05,9.55,5.23,1.14,0.00,0.00,1.14,0.68,1.82,0.00,0.00,Matches
67,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MFFW,it Juventus,24,1994,6.1,0.98,0.33,0.33,0.49,0.16,0.33,0.49,66.7,0.16,18.0,3.93,21.8,5.74,7.21,5.08,2.13,0.00,0.00,2.13,1.48,2.46,0.66,0.00,Matches
68,Juan Bernat\Juan-Bernat,es ESP,DFMF,fr Paris S-G,25,1993,7.5,1.87,1.33,1.20,0.67,0.00,0.40,1.73,23.1,1.33,17.5,4.27,24.4,9.73,5.47,2.27,1.73,0.13,0.00,1.60,0.80,2.67,1.87,0.00,Matches
69,Leonardo Bertone\Leonardo-Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.0,0.83,12.5,1.67,13.3,5.00,5.83,1.67,1.67,0.83,0.00,0.83,0.83,0.83,1.67,0.00,Matches
70,Giulian Biancone\Giulian-Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,1.58,1.58,1.05,0.53,0.00,0.53,1.58,33.3,1.05,13.7,2.11,15.4,11.1,2.63,0.00,2.11,0.53,0.00,1.58,1.05,2.63,3.16,0.00,Matches
71,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,de Hoffenheim,28,1990,2.8,2.50,0.71,2.50,0.00,0.00,1.79,3.21,55.6,1.43,11.4,2.50,21.9,6.43,3.93,1.07,1.07,0.71,0.00,0.36,0.36,2.86,3.21,0.00,Matches
72,Jaka Bijol\Jaka-Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3.0,2.67,1.33,2.00,0.67,0.00,1.00,3.00,33.3,2.00,25.7,2.33,9.1,12.3,9.67,3.67,1.00,0.00,0.00,1.00,0.33,3.00,4.33,0.00,Matches
73,Kristijan Bistrović\Kristijan-Bistrovic,hr CRO,MF,ru CSKA Moscow,20,1998,2.0,1.50,1.00,1.00,0.50,0.00,0.50,3.00,16.7,2.50,18.0,4.00,22.2,8.50,8.00,1.50,1.50,0.00,0.00,1.50,0.00,1.50,0.50,0.00,Matches
74,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,4.38,3.75,2.50,1.88,0.00,1.88,6.88,27.3,5.00,36.3,8.75,24.1,13.1,17.5,5.63,1.25,0.00,0.00,1.25,1.25,5.63,0.00,0.00,Matches
75,Daley Blind\Daley-Blind,nl NED,DFMF,nl Ajax,28,1990,12.0,1.92,1.50,1.17,0.75,0.00,0.58,1.83,31.8,1.25,12.5,3.58,28.7,7.17,4.92,0.42,2.08,0.75,0.00,1.33,0.92,2.83,3.67,0.00,Matches
76,Richmond Boakye\Richmond-Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.0,0.48,26.2,8.10,30.9,0.48,14.3,11.4,1.43,0.00,0.00,1.43,0.95,0.95,0.95,0.00,Matches
77,Jérôme Boateng\Jerome-Boateng,de GER,DF,de Bayern Munich,29,1988,5.0,1.60,0.80,0.40,0.80,0.40,0.60,0.60,100.0,0.00,5.40,2.00,37.0,3.00,2.40,0.00,1.80,0.60,0.00,1.20,1.20,2.80,3.00,0.00,Matches
78,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,FWMF,ua Shakhtar,25,1993,1.9,0.53,0.53,0.53,0.00,0.00,0.00,0.53,0.0,0.53,10.5,1.58,15.0,3.16,2.11,5.26,0.00,0.00,0.00,0.00,1.05,1.58,1.05,0.00,Matches
79,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,it Juventus,31,1987,10.0,0.80,0.80,0.50,0.20,0.10,0.40,0.90,44.4,0.50,4.50,2.10,46.7,2.20,1.90,0.40,2.00,1.20,0.00,0.80,0.80,1.60,2.70,0.00,Matches
80,Milan Borjan\Milan-Borjan,ca CAN,GK,rs Red Star,30,1987,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.00,Matches
81,Lucas Boyé\Lucas-Boye,ar ARG,FW,gr AEK Athens,22,1996,1.4,2.14,0.71,2.14,0.00,0.00,1.43,2.86,50.0,1.43,30.7,2.86,9.3,9.29,17.1,4.29,1.43,0.00,0.00,1.43,1.43,3.57,0.71,0.00,Matches
82,Yacine Brahimi\Yacine-Brahimi,dz ALG,FWMF,pt Porto,28,1990,6.9,0.72,0.43,0.58,0.00,0.14,0.43,1.74,25.0,1.30,15.4,4.49,29.2,3.91,7.54,3.91,0.72,0.00,0.00,0.72,0.58,1.30,0.43,0.00,Matches
83,Joshua Brenet\Joshua-Brenet,nl NED,DFFW,de Hoffenheim,24,1994,1.5,0.67,0.67,0.67,0.00,0.00,0.00,2.00,0.0,2.00,22.0,1.33,6.1,14.7,5.33,2.00,0.00,0.00,0.00,0.00,0.67,1.33,2.67,0.00,Matches
84,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,25,1992,5.9,2.37,1.69,1.69,0.34,0.34,0.17,3.39,5.0,3.22,31.9,6.10,19.1,11.4,16.3,4.24,1.86,0.34,0.00,1.53,1.86,4.24,1.19,0.17,Matches
85,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,de Schalke 04,26,1991,2.0,1.00,0.50,0.50,0.50,0.00,0.00,1.00,0.0,1.00,14.0,3.00,21.4,10.0,4.00,0.00,2.00,1.00,0.00,1.00,0.50,1.50,2.50,0.00,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,19,1998,1.7,0.59,0.00,0.00,0.59,0.00,0.00,1.76,0.0,1.76,21.2,4.71,22.2,5.29,10.0,5.88,1.18,0.00,0.00,1.18,0.59,1.18,0.59,0.00,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.0,0.20,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,Matches
88,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,de Schalke 04,29,1989,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.0,0.38,22.7,3.46,15.3,1.92,14.2,6.54,0.77,0.38,0.00,0.38,0.00,0.00,0.38,0.00,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,27,1990,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,30,1988,11.5,2.96,1.91,0.70,1.91,0.35,1.04,3.22,32.4,2.17,24.1,7.13,29.6,7.39,12.0,4.70,1.30,0.26,0.00,1.04,1.13,4.09,1.22,0.26,Matches
91,Bohdan Butko\Bohdan-Butko,ua UKR,DF,ua Shakhtar,27,1991,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.0,0.67,16.7,4.00,24.0,10.7,4.67,1.33,2.00,0.00,0.00,2.00,0.67,0.67,3.33,0.00,Matches
92,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,de Schalke 04,30,1988,5.7,4.04,2.28,1.75,1.93,0.35,0.53,3.33,15.8,2.81,22.6,6.14,27.1,12.1,8.60,1.93,3.51,0.18,0.00,3.33,2.11,6.14,1.75,0.00,Matches
93,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,31,1987,5.7,1.40,0.88,0.53,0.70,0.18,0.88,2.81,31.3,1.93,21.4,4.39,20.5,3.51,13.7,4.21,1.58,0.18,0.00,1.40,1.23,2.63,0.00,0.00,Matches
94,Emre Can\Emre-Can,de GER,MFDF,it Juventus,24,1994,3.8,1.58,1.05,0.00,1.32,0.26,0.26,1.84,14.3,1.58,21.6,6.32,29.3,9.21,11.1,1.32,2.63,0.26,0.00,2.37,1.32,2.89,1.32,0.00,Matches
95,João Cancelo\Joao-Cancelo,pt POR,DF,it Juventus,24,1994,5.3,3.40,2.64,1.89,1.51,0.00,0.94,3.02,31.3,2.08,10.8,3.40,31.6,6.04,2.83,1.89,1.13,0.00,0.00,1.13,0.57,3.96,1.51,0.00,Matches
96,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,it Inter,31,1987,1.5,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.0,2.67,30.7,6.00,19.6,7.33,16.0,7.33,0.67,0.00,0.00,0.67,0.00,0.00,2.00,0.00,Matches
