Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
17,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,Chelsea,16,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,50.0,Matches
18,Nordin Amrabat\Nordin-Amrabat,ma MAR,FW,Watford,30,1987,2.2,0.00,0.00,0.00,2.73,0.91,0.91,4.55,0.00,1.82,0.00,0.00,0.00,7.27,0.00,1.36,0.0,Matches
19,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,27,1990,15.0,0.07,0.00,0.00,1.13,2.00,0.47,3.27,0.40,0.73,0.07,0.00,0.00,6.20,2.07,2.33,47.0,Matches
20,Scott Arfield\Scott-Arfield,ca CAN,FWMF,Burnley,28,1988,14.8,0.20,0.00,0.00,1.42,0.95,0.14,0.41,0.54,1.35,0.00,0.00,0.00,8.78,0.34,1.28,20.8,Matches
21,Marko Arnautović\Marko-Arnautovic,at AUT,FWMF,West Ham,28,1989,25.7,0.19,0.04,0.00,1.36,1.13,1.67,2.18,0.47,0.51,0.00,0.00,0.00,5.72,0.27,0.86,24.1,Matches
22,Harry Arter\Harry-Arter,ie IRL,MF,Bournemouth,27,1989,10.7,0.37,0.00,0.00,0.84,1.40,0.00,0.37,0.84,1.31,0.00,0.00,0.00,9.53,0.09,0.09,50.0,Matches
23,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,25,1992,19.8,0.05,0.00,0.00,0.51,1.31,0.30,2.22,0.45,0.30,0.00,0.00,0.00,7.58,0.30,2.27,11.8,Matches
24,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,28,1989,11.7,0.00,0.00,0.00,0.09,0.68,0.85,1.97,0.43,0.34,0.00,0.00,0.00,4.44,0.34,1.11,23.5,Matches
25,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,24,1992,15.9,0.13,0.13,0.06,1.32,1.01,0.13,3.02,1.45,1.95,0.00,0.06,0.00,12.3,2.26,1.32,63.2,Matches
26,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,28,1989,11.5,0.17,0.00,0.00,1.39,1.39,1.22,0.17,0.09,0.26,0.00,0.00,0.00,3.91,2.09,3.65,36.4,Matches
27,André Ayew\Andre-Ayew,gh GHA,FWMF,Swansea City,27,1989,10.6,0.28,0.00,0.00,1.60,1.79,0.28,0.28,0.75,0.66,0.09,0.00,0.00,4.34,1.42,2.64,34.9,Matches
28,André Ayew\Andre-Ayew,gh GHA,FWMF,West Ham,27,1989,9.9,0.20,0.00,0.00,0.71,1.72,0.30,0.40,0.40,1.31,0.00,0.00,0.00,5.86,2.02,2.93,40.8,Matches
29,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Swansea City,25,1991,31.7,0.06,0.03,0.00,1.99,2.78,0.25,1.20,0.85,1.64,0.00,0.00,0.00,5.93,1.04,2.33,30.8,Matches
30,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,27,1989,37.0,0.03,0.00,0.00,0.68,0.35,0.03,1.46,1.16,1.16,0.00,0.00,0.03,14.0,1.08,0.86,55.6,Matches
31,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,23,1994,11.1,0.18,0.00,0.00,0.90,0.81,0.00,0.00,2.34,0.90,0.00,0.00,0.09,10.1,0.99,0.63,61.1,Matches
32,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,32,1984,21.2,0.05,0.00,0.00,0.33,0.80,0.05,2.36,0.94,0.42,0.00,0.00,0.00,7.36,0.33,0.57,36.8,Matches
33,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,22,1994,23.6,0.17,0.08,0.04,2.12,1.02,0.08,0.47,1.31,1.86,0.00,0.00,0.00,9.75,1.36,1.19,53.3,Matches
34,Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,28,1989,0.4,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
35,Beni Baningime\Beni-Baningime,cd COD,MF,Everton,18,1998,2.2,0.45,0.00,0.00,1.82,0.45,0.00,0.45,1.82,1.36,0.00,0.00,0.00,13.2,0.45,0.00,100.0,Matches
36,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,32,1985,12.5,0.40,0.00,0.00,1.76,1.44,0.00,1.92,1.68,1.44,0.00,0.08,0.00,12.9,1.28,1.68,43.2,Matches
37,Ross Barkley\Ross-Barkley,eng ENG,MFFW,Chelsea,23,1993,1.4,0.00,0.00,0.00,0.71,0.71,0.00,2.14,0.00,0.00,0.00,0.00,0.00,4.29,0.00,3.57,0.0,Matches
38,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,27,1989,24.1,0.41,0.00,0.00,2.20,2.95,1.08,0.71,0.33,0.41,0.00,0.00,0.00,4.44,1.91,4.36,30.5,Matches
39,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,19,1997,0.1,0.00,0.00,0.00,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,20.0,10.0,0.00,100.0,Matches
40,Gareth Barry\Gareth-Barry,eng ENG,MF,West Brom,36,1981,21.4,0.19,0.00,0.00,1.31,1.36,0.05,0.84,0.61,1.12,0.00,0.00,0.00,13.1,1.12,1.07,51.1,Matches
41,Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,26,1991,2.6,0.77,0.00,0.00,1.92,0.38,0.00,0.00,1.15,0.38,0.00,0.00,0.00,10.4,3.46,0.38,90.0,Matches
42,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,23,1993,4.0,0.00,0.00,0.00,1.00,0.75,1.50,0.00,0.25,1.00,0.00,0.00,0.25,3.75,0.50,2.75,15.4,Matches
43,Moritz Bauer\Moritz-Bauer,at AUT,DFMF,Stoke City,25,1992,14.5,0.28,0.00,0.00,1.31,1.38,0.07,2.14,0.55,0.83,0.00,0.00,0.00,7.72,0.97,0.55,63.6,Matches
44,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,21,1996,4.7,0.21,0.00,0.00,0.64,0.21,0.00,0.00,1.49,0.43,0.00,0.00,0.00,9.57,0.64,1.70,27.3,Matches
45,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,30,1987,38.0,0.05,0.00,0.00,0.05,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.92,0.03,0.00,100.0,Matches
46,Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,Arsenal,22,1995,33.9,0.15,0.00,0.00,1.09,0.27,0.12,2.04,0.83,1.00,0.00,0.06,0.00,10.2,0.62,0.97,38.9,Matches
47,Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,30,1987,1.0,0.00,0.00,0.00,1.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,11.0,1.00,0.00,100.0,Matches
48,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,26,1990,24.9,0.24,0.00,0.00,1.93,1.08,0.48,0.28,0.12,0.28,0.08,0.00,0.00,3.33,6.83,4.26,61.6,Matches
49,Saido Berahino\Saido-Berahino,bi BDI,FW,Stoke City,23,1993,5.5,0.00,0.00,0.00,1.09,0.73,0.73,0.73,0.18,0.36,0.18,0.00,0.00,4.36,0.73,1.27,36.4,Matches
50,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,26,1990,31.5,0.06,0.00,0.00,0.57,1.05,0.06,3.84,0.95,0.54,0.00,0.00,0.00,8.29,0.63,0.73,46.5,Matches
51,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,27,1989,34.8,0.06,0.00,0.00,0.92,0.95,0.03,2.64,0.98,0.55,0.00,0.00,0.00,8.02,0.78,0.80,49.1,Matches
52,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Everton,24,1992,0.5,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,14.0,4.00,2.00,66.7,Matches
53,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,21,1996,8.5,0.35,0.00,0.00,1.65,0.71,0.12,1.41,2.12,2.00,0.00,0.12,0.00,13.6,2.24,1.06,67.9,Matches
54,Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,FWMF,Stoke City,29,1987,28.8,0.21,0.00,0.00,1.32,1.35,0.80,0.83,0.69,0.83,0.00,0.00,0.00,5.03,2.71,3.19,45.9,Matches
55,Daley Blind\Daley-Blind,nl NED,DFMF,Manchester Utd,27,1990,4.0,0.00,0.00,0.00,1.00,1.00,0.00,3.50,1.00,1.00,0.00,0.00,0.00,10.8,1.50,2.00,42.9,Matches
56,Jeremie Boga\Jeremie-Boga,ci CIV,MF,Chelsea,20,1997,0.2,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
57,Yannick Bolasie\Yannick-Bolasie,cd COD,FWMF,Everton,28,1989,9.5,0.00,0.00,0.00,1.26,1.16,0.42,3.37,0.63,0.74,0.00,0.00,0.00,8.53,1.05,1.37,43.5,Matches
58,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,29,1988,24.8,0.08,0.00,0.00,0.65,0.56,0.00,1.37,0.89,0.85,0.00,0.00,0.04,9.52,0.65,0.65,50.0,Matches
59,Wilfried Bony\Wilfried-Bony,ci CIV,FW,Swansea City,28,1988,7.9,0.25,0.00,0.00,0.89,1.39,0.25,0.00,0.25,0.38,0.00,0.00,0.00,3.29,2.91,5.32,35.4,Matches
60,Sofiane Boufal\Sofiane-Boufal,ma MAR,FWMF,Southampton,23,1993,13.5,0.07,0.00,0.00,2.00,2.07,0.22,2.44,0.52,2.00,0.00,0.00,0.00,6.44,0.22,0.30,42.9,Matches
61,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,25,1992,14.2,0.21,0.00,0.00,1.41,0.85,0.21,3.87,0.77,1.34,0.00,0.00,0.00,7.46,0.49,0.42,53.8,Matches
62,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,34,1983,2.5,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,,Matches
63,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,32,1985,8.9,0.34,0.11,0.00,0.90,0.67,0.00,0.45,1.35,0.45,0.00,0.00,0.00,14.4,1.91,0.90,68.0,Matches
64,Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,34,1982,3.4,0.29,0.00,0.00,2.06,0.29,0.00,0.29,0.59,1.47,0.00,0.00,0.00,10.6,0.00,0.88,0.0,Matches
65,Izzy Brown\Izzy-Brown,eng ENG,MFFW,Brighton,20,1997,3.5,0.00,0.00,0.00,0.86,0.86,0.29,1.71,0.29,1.43,0.00,0.00,0.00,6.57,1.14,4.00,22.2,Matches
66,Bruno\Bruno,es ESP,DF,Brighton,36,1980,22.4,0.13,0.00,0.00,0.85,0.40,0.00,1.65,1.47,0.71,0.00,0.04,0.00,9.11,0.89,0.76,54.1,Matches
67,Chris Brunt\Chris-Brunt,nir NIR,MFDF,West Brom,32,1984,21.3,0.23,0.00,0.00,0.70,0.28,0.00,3.19,1.36,0.99,0.00,0.00,0.00,10.0,0.23,0.42,35.7,Matches
68,Oliver Burke\Oliver-Burke,sco SCO,FWMF,West Brom,20,1997,4.1,0.00,0.00,0.00,0.49,1.22,0.24,1.46,1.46,0.49,0.00,0.00,0.00,6.10,0.49,0.24,66.7,Matches
69,Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,24,1993,35.0,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.03,5.83,0.00,0.00,,Matches
70,Sam Byram\Sam-Byram,eng ENG,DF,West Ham,23,1993,2.8,0.36,0.00,0.00,1.43,0.36,0.36,1.79,2.50,0.71,0.00,0.00,0.00,11.1,3.57,3.21,52.6,Matches
71,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,35,1981,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,0.00,0.00,,Matches
72,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,31,1986,26.4,0.27,0.00,0.00,1.33,0.87,0.04,2.69,2.31,1.44,0.00,0.00,0.00,10.9,0.04,0.11,25.0,Matches
73,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,31,1985,23.2,0.04,0.04,0.00,0.73,0.78,0.00,0.00,0.52,0.39,0.00,0.00,0.00,12.1,1.81,0.91,66.7,Matches
74,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FWMF,Everton,20,1997,20.9,0.19,0.00,0.00,2.01,1.29,0.72,0.77,0.53,0.33,0.14,0.00,0.00,4.45,4.78,5.79,45.2,Matches
75,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,32,1985,16.9,0.12,0.00,0.00,0.95,0.41,0.00,0.65,1.54,1.07,0.00,0.00,0.00,10.8,1.66,1.48,52.8,Matches
76,Tyrese Campbell\Tyrese-Campbell,eng ENG,FWMF,Stoke City,17,1999,0.9,0.00,0.00,0.00,0.00,0.00,1.11,1.11,1.11,1.11,0.00,0.00,0.00,6.67,0.00,0.00,,Matches
77,Emre Can\Emre-Can,de GER,MF,Liverpool,23,1994,23.2,0.34,0.00,0.00,1.16,1.16,0.00,0.26,1.08,2.11,0.04,0.00,0.00,13.0,1.21,1.12,51.9,Matches
78,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,29,1988,17.1,0.18,0.00,0.00,1.23,0.94,0.06,0.23,1.93,1.75,0.00,0.00,0.00,13.9,0.99,0.64,60.7,Matches
79,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,36,1981,1.2,0.00,0.00,0.00,0.83,0.83,0.00,0.83,1.67,0.83,0.00,0.00,0.00,14.2,0.00,0.00,,Matches
80,André Carrillo\Andre-Carrillo,pe PER,FWMF,Watford,26,1991,17.1,0.12,0.00,0.00,0.82,0.88,0.29,3.04,0.88,0.99,0.00,0.00,0.00,8.77,0.29,1.35,17.9,Matches
81,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,26,1991,5.0,0.00,0.00,0.00,1.40,0.40,0.40,0.20,0.00,0.80,0.00,0.00,0.00,4.60,4.00,8.00,33.3,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FWMF,West Ham,28,1989,8.3,0.72,0.24,0.12,3.37,1.69,0.72,0.84,0.24,0.12,0.00,0.00,0.00,4.58,6.14,4.10,60.0,Matches
83,Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,25,1992,28.6,0.10,0.00,0.00,0.80,0.59,0.03,2.66,0.84,0.91,0.00,0.00,0.00,8.25,0.28,0.59,32.0,Matches
84,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,28,1989,5.8,0.17,0.00,0.00,0.34,0.17,0.00,0.00,0.86,1.03,0.00,0.00,0.00,10.0,0.69,0.52,57.1,Matches
85,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,35,1982,33.8,0.03,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.00,0.00,,Matches
86,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,27,1989,2.9,0.34,0.00,0.00,0.34,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,6.55,0.00,0.00,,Matches
87,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,22,1994,5.0,0.20,0.00,0.00,0.60,1.40,0.20,0.60,1.20,1.80,0.00,0.00,0.00,10.6,1.80,0.60,75.0,Matches
88,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,22,1995,9.6,0.10,0.00,0.00,1.04,0.52,0.00,0.42,1.04,1.25,0.00,0.10,0.00,15.1,1.67,1.46,53.3,Matches
89,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,20,1996,20.6,0.10,0.10,0.05,0.63,1.17,0.19,2.77,1.21,1.21,0.00,0.00,0.00,11.4,1.60,1.75,47.8,Matches
90,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,19,1997,4.2,0.24,0.00,0.00,1.19,1.19,0.00,0.00,2.38,0.95,0.00,0.00,0.00,8.81,0.48,0.24,66.7,Matches
91,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,23.2,0.00,0.00,0.00,0.34,0.65,0.09,0.00,0.91,0.43,0.00,0.00,0.00,11.2,1.94,0.47,80.4,Matches
92,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,1.5,0.00,0.00,0.00,0.67,1.33,0.00,3.33,0.67,1.33,0.00,0.00,0.00,8.00,1.33,2.67,33.3,Matches
93,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,19.4,0.15,0.00,0.00,0.88,0.67,0.00,0.00,0.88,0.36,0.00,0.10,0.00,12.2,1.29,1.13,53.2,Matches
94,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,21.1,0.09,0.09,0.05,1.52,1.37,0.05,2.04,1.00,1.33,0.00,0.00,0.00,11.9,0.66,1.37,32.6,Matches
95,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,22.7,0.09,0.00,0.00,0.44,0.62,0.13,1.19,1.01,0.70,0.00,0.00,0.00,8.19,1.01,0.84,54.8,Matches
96,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,1.9,0.53,0.00,0.00,2.11,0.00,0.00,2.63,0.00,0.53,0.00,0.00,0.00,17.4,1.05,0.53,66.7,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,11.5,0.00,0.00,0.00,0.26,1.22,0.00,2.00,0.70,0.78,0.00,0.00,0.00,9.13,0.43,0.26,62.5,Matches
98,James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,11.7,0.26,0.00,0.00,1.11,0.17,0.00,0.00,1.03,0.77,0.00,0.00,0.00,11.4,3.50,2.31,60.3,Matches
99,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,24.9,0.20,0.00,0.00,1.33,0.84,0.04,0.60,1.20,1.53,0.00,0.00,0.00,11.8,0.36,0.80,31.0,Matches
100,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,26,1991,30.7,0.16,0.00,0.00,0.72,0.68,0.03,0.42,1.27,0.49,0.00,0.00,0.03,14.0,2.90,1.21,70.6,Matches
101,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,26,1991,1.9,0.00,0.00,0.00,0.53,0.53,0.00,0.00,2.63,1.58,0.00,0.00,0.00,8.95,1.05,0.53,66.7,Matches
102,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,28,1989,38.0,0.18,0.00,0.00,0.61,1.39,0.05,0.26,1.08,1.03,0.00,0.00,0.00,13.2,0.76,1.05,42.0,Matches
103,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,25,1992,35.0,0.06,0.00,0.00,0.06,0.09,0.00,0.00,0.00,0.00,0.00,0.06,0.00,4.69,0.00,0.06,0.0,Matches
104,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,25,1992,12.3,0.00,0.00,0.00,0.41,1.71,0.33,1.95,0.73,0.98,0.00,0.00,0.00,6.67,0.08,0.49,14.3,Matches
105,Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,30,1986,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,11.0,0.50,1.00,33.3,Matches
106,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,27,1989,34.1,0.21,0.00,0.00,0.59,0.47,0.09,3.20,1.17,0.41,0.00,0.00,0.00,9.33,1.09,0.88,55.2,Matches
107,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,36,1981,17.4,0.23,0.00,0.00,2.30,0.69,0.80,0.29,0.06,0.00,0.00,0.00,0.00,4.37,7.82,4.20,65.1,Matches
108,Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,21,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
109,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,30,1986,33.4,0.00,0.00,0.00,0.21,0.57,0.00,2.54,0.99,0.69,0.00,0.00,0.00,10.9,0.66,0.84,44.0,Matches
110,Danilo\Danilo,br BRA,DF,Manchester City,26,1991,15.0,0.13,0.00,0.00,0.80,0.73,0.00,1.53,1.47,1.53,0.00,0.00,0.00,7.53,0.47,0.40,53.8,Matches
111,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,30,1987,15.9,0.25,0.00,0.00,0.75,0.19,0.13,0.06,0.88,0.25,0.00,0.06,0.00,11.9,2.08,1.01,67.3,Matches
112,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,26,1990,10.0,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,4.20,0.00,0.00,,Matches
113,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,4.9,0.00,0.00,0.00,1.02,0.61,0.00,0.82,0.61,1.84,0.00,0.00,0.00,6.12,0.20,0.20,50.0,Matches
114,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,24,1993,25.8,0.12,0.00,0.00,0.93,0.97,0.00,3.45,1.01,1.01,0.00,0.00,0.00,10.7,1.24,1.43,46.4,Matches
115,Tom Davies\Tom-Davies,eng ENG,MF,Everton,19,1998,21.1,0.33,0.00,0.00,1.80,2.04,0.14,0.47,0.71,0.76,0.00,0.00,0.00,8.72,0.57,0.95,37.5,Matches
116,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,32,1985,16.9,0.00,0.00,0.00,0.47,0.53,0.18,1.01,0.89,1.12,0.06,0.00,0.00,12.1,0.65,0.89,42.3,Matches
117,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,27,1990,27.9,0.22,0.00,0.00,1.25,0.82,0.11,0.82,1.18,0.79,0.00,0.00,0.00,10.9,2.58,1.43,64.3,Matches
118,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,26,1991,34.1,0.06,0.00,0.00,0.88,0.97,0.06,4.25,1.00,0.88,0.03,0.00,0.00,8.27,0.15,0.26,35.7,Matches
119,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,29,1988,20.5,0.05,0.05,0.00,1.17,0.88,0.78,0.54,0.34,0.59,0.00,0.00,0.00,5.37,3.90,4.54,46.2,Matches
120,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,34,1982,12.1,0.08,0.00,0.00,0.99,0.66,0.74,0.25,0.17,0.50,0.00,0.00,0.00,2.15,0.00,1.24,0.0,Matches
121,Steven Defour\Steven-Defour,be BEL,MF,Burnley,29,1988,22.2,0.27,0.00,0.00,0.59,0.32,0.00,1.31,1.80,1.04,0.00,0.00,0.00,12.4,0.09,0.09,50.0,Matches
122,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,36,1981,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.91,0.00,0.00,0.00,11.8,0.91,0.91,50.0,Matches
