Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
349,Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,26,1992,12.5,0.00,1.28,0.08,6.3,1.28,0.08,0.00,0.00,22.5,0.00,0.00,0.00,0.06,0.06,0.04,-0.06,-0.06,Matches
350,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,30,1988,28.8,0.00,0.35,0.03,10.0,0.35,0.03,0.00,0.00,17.7,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches
351,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,30,1988,20.8,0.05,0.63,0.24,38.5,0.62,0.24,0.08,0.20,8.6,0.00,0.00,0.00,0.06,0.06,0.10,-0.01,-0.01,Matches
352,Stefano Okaka\Stefano-Okaka,it ITA,FW,Watford,28,1989,0.3,0.00,6.67,0.00,0.0,7.50,0.00,0.00,,9.2,0.00,0.00,0.00,1.33,1.33,0.21,-1.33,-1.33,Matches
353,Shinji Okazaki\Shinji-Okazaki,jp JPN,FWMF,Leicester City,32,1986,3.2,0.00,1.25,0.94,75.0,1.25,0.94,0.00,0.00,16.0,0.00,0.00,0.00,0.09,0.09,0.08,-0.09,-0.09,Matches
354,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,23,1995,4.1,0.73,3.17,1.46,46.2,3.15,1.46,0.23,0.50,16.7,0.24,0.00,0.00,0.51,0.51,0.16,0.22,0.22,Matches
355,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,30,1988,13.7,0.00,1.02,0.22,21.4,1.02,0.22,0.00,0.00,11.8,0.00,0.00,0.00,0.09,0.09,0.09,-0.09,-0.09,Matches
356,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,24,1993,0.2,0.00,5.00,5.00,100.0,4.29,4.29,0.00,0.00,9.8,0.00,0.00,0.00,1.50,1.50,0.30,-1.50,-1.50,Matches
357,Mesut Özil\Mesut-Ozil,de GER,MFFW,Arsenal,29,1988,19.3,0.26,0.57,0.31,54.5,0.57,0.31,0.45,0.83,13.5,0.00,0.00,0.00,0.08,0.08,0.15,0.18,0.18,Matches
358,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,23,1994,7.4,0.00,0.68,0.14,20.0,0.68,0.14,0.00,0.00,22.3,0.27,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
359,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,30,1988,24.4,0.04,0.41,0.04,10.0,0.41,0.04,0.10,1.00,9.7,0.00,0.00,0.00,0.03,0.03,0.08,0.01,0.01,Matches
360,Callum Paterson\Callum-Paterson,sco SCO,FWMF,Cardiff City,23,1994,22.2,0.18,1.76,0.32,17.9,1.76,0.32,0.08,0.43,13.6,0.00,0.05,0.05,0.24,0.21,0.12,-0.06,-0.07,Matches
361,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,30,1988,37.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
362,Pedro\Pedro,es ESP,FW,Chelsea,31,1987,19.8,0.40,2.93,1.21,41.4,2.94,1.21,0.14,0.33,16.7,0.00,0.00,0.00,0.35,0.35,0.12,0.06,0.06,Matches
363,Lee Peltier\Lee-Peltier,eng ENG,DF,Cardiff City,31,1986,17.2,0.00,0.06,0.06,100.0,0.06,0.06,0.00,0.00,21.4,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
364,Andreas Pereira\Andreas-Pereira,br BRA,MF,Manchester Utd,22,1996,6.7,0.15,1.19,0.30,25.0,1.20,0.30,0.13,0.50,26.1,0.15,0.00,0.00,0.04,0.04,0.03,0.10,0.10,Matches
365,Ricardo Pereira\Ricardo-Pereira,pt POR,DFFW,Leicester City,24,1993,34.7,0.06,0.75,0.26,34.6,0.75,0.26,0.08,0.22,19.6,0.00,0.00,0.00,0.04,0.04,0.06,0.01,0.01,Matches
366,Roberto Pereyra\Roberto-Pereyra,ar ARG,FWMF,Watford,27,1991,31.3,0.19,1.79,0.67,37.5,1.79,0.67,0.11,0.29,16.5,0.19,0.00,0.00,0.16,0.16,0.09,0.03,0.03,Matches
367,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Newcastle Utd,25,1993,32.4,0.37,1.64,0.80,49.1,1.64,0.80,0.23,0.46,13.3,0.00,0.00,0.00,0.23,0.23,0.14,0.14,0.14,Matches
368,Lucas Pérez\Lucas-Perez,es ESP,FW,West Ham,29,1988,5.3,0.57,1.70,0.57,33.3,1.71,0.57,0.33,1.00,12.6,0.00,0.00,0.00,0.36,0.36,0.21,0.21,0.21,Matches
369,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,24,1994,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
370,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,25,1993,33.4,0.39,2.87,1.14,39.6,2.87,1.14,0.06,0.16,22.1,0.18,0.21,0.30,0.43,0.20,0.07,-0.04,-0.02,Matches
371,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,25,1993,23.1,0.09,2.08,0.61,29.2,2.08,0.61,0.04,0.14,19.5,0.04,0.00,0.00,0.15,0.15,0.07,-0.06,-0.06,Matches
372,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,31,1987,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
373,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,26,1991,28.3,0.04,0.53,0.07,13.3,0.53,0.07,0.07,0.50,14.8,0.00,0.00,0.00,0.04,0.04,0.08,-0.00,-0.00,Matches
374,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,32,1986,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
375,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Huddersfield,32,1986,4.2,0.00,1.43,0.00,0.0,1.41,0.00,0.00,,21.2,0.00,0.00,0.00,0.17,0.17,0.11,-0.17,-0.17,Matches
376,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,27,1991,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
377,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,18,1999,3.8,0.26,1.32,0.26,20.0,1.33,0.27,0.20,1.00,24.5,0.00,0.00,0.00,0.05,0.05,0.03,0.21,0.21,Matches
378,Joe Ralls\Joe-Ralls,eng ENG,MF,Cardiff City,24,1993,21.8,0.00,1.01,0.09,9.1,1.01,0.09,0.00,0.00,23.1,0.00,0.00,0.05,0.07,0.04,0.04,-0.07,-0.04,Matches
379,Aaron Ramsey\Aaron-Ramsey,wal WAL,MFFW,Arsenal,27,1990,14.8,0.27,2.23,0.81,36.4,2.23,0.81,0.12,0.33,16.2,0.00,0.00,0.00,0.22,0.22,0.10,0.05,0.05,Matches
380,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,17,2000,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
381,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,20,1997,25.9,0.39,3.20,1.54,48.2,3.20,1.54,0.12,0.25,18.9,0.46,0.00,0.00,0.36,0.36,0.11,0.02,0.02,Matches
382,Tim Ream\Tim-Ream,us USA,DF,Fulham,30,1987,22.7,0.00,0.04,0.00,0.0,0.04,0.00,0.00,,23.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
383,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,24,1994,36.3,0.17,2.04,0.61,29.7,2.04,0.61,0.08,0.27,19.4,0.08,0.00,0.00,0.17,0.17,0.09,-0.01,-0.01,Matches
384,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Cardiff City,25,1993,15.8,0.32,1.58,0.44,28.0,1.58,0.44,0.16,0.57,14.6,0.06,0.06,0.06,0.28,0.23,0.15,0.04,0.02,Matches
385,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,19,1999,33.4,0.06,0.72,0.15,20.8,0.72,0.15,0.08,0.40,16.9,0.00,0.00,0.00,0.04,0.04,0.06,0.02,0.02,Matches
386,Jazz Richards\Jazz-Richards,wal WAL,DFMF,Cardiff City,27,1991,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
387,Richarlison\Richarlison,br BRA,FWMF,Everton,21,1997,29.6,0.44,2.94,0.91,31.0,2.94,0.91,0.15,0.48,13.9,0.03,0.00,0.00,0.30,0.30,0.10,0.14,0.14,Matches
388,Diego Rico\Diego-Rico,es ESP,DFMF,Bournemouth,25,1993,6.8,0.00,1.32,0.00,0.0,1.32,0.00,0.00,,28.7,0.15,0.00,0.00,0.03,0.03,0.02,-0.03,-0.03,Matches
389,Sergio Rico\Sergio-Rico,es ESP,GK,Fulham,24,1993,29.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
390,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,28,1989,32.5,0.06,1.20,0.22,17.9,1.20,0.22,0.03,0.14,18.5,0.00,0.03,0.06,0.15,0.11,0.09,-0.09,-0.08,Matches
391,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,24,1994,35.7,0.00,0.39,0.14,35.7,0.39,0.14,0.00,0.00,18.5,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
392,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,28,1990,2.4,0.00,2.50,1.25,50.0,2.55,1.27,0.00,0.00,25.7,0.42,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,Matches
393,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,26,1991,23.7,0.04,0.42,0.17,40.0,0.42,0.17,0.10,0.25,21.2,0.00,0.00,0.00,0.03,0.03,0.08,0.01,0.01,Matches
394,Salomón Rondón\Salomon-Rondon,ve VEN,FW,Newcastle Utd,28,1989,28.9,0.38,3.08,1.00,32.6,3.08,1.00,0.12,0.38,14.9,0.31,0.00,0.00,0.38,0.38,0.13,0.00,0.00,Matches
395,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,28,1990,20.0,0.00,0.75,0.10,13.3,0.75,0.10,0.00,0.00,18.2,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
396,Aaron Rowe\Aaron-Rowe,eng ENG,FW,Huddersfield,17,2000,0.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
397,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,31,1986,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
398,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,25,1993,31.9,0.03,0.88,0.22,25.0,0.88,0.22,0.04,0.14,18.6,0.00,0.00,0.00,0.06,0.06,0.07,-0.03,-0.03,Matches
399,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,26,1992,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
400,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,21,1996,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
401,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,28,1990,12.8,0.16,0.86,0.39,45.5,0.86,0.39,0.18,0.40,19.1,0.00,0.00,0.00,0.12,0.12,0.14,0.04,0.04,Matches
402,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,16,2001,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
403,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,28,1990,26.8,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,5.6,0.00,0.00,0.00,0.03,0.03,0.17,-0.03,-0.03,Matches
404,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,30,1988,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
405,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,26,1992,36.1,0.61,3.74,1.66,44.4,3.74,1.66,0.14,0.32,16.3,0.08,0.08,0.08,0.53,0.47,0.12,0.08,0.06,Matches
406,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,29,1988,9.8,0.10,1.84,0.92,50.0,1.84,0.92,0.06,0.11,16.1,0.20,0.00,0.00,0.15,0.15,0.08,-0.05,-0.05,Matches
407,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,32,1986,2.7,0.00,1.11,0.00,0.0,1.10,0.00,0.00,,26.6,0.00,0.00,0.00,0.04,0.04,0.02,-0.04,-0.04,Matches
408,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,22,1996,21.6,0.05,0.56,0.14,25.0,0.56,0.14,0.08,0.33,8.4,0.00,0.00,0.00,0.06,0.06,0.10,-0.01,-0.01,Matches
409,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,22,1996,20.7,0.48,2.71,1.16,42.9,2.70,1.16,0.18,0.42,16.4,0.24,0.00,0.00,0.29,0.29,0.11,0.19,0.19,Matches
410,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,26,1991,22.2,0.18,1.04,0.32,30.4,1.04,0.32,0.17,0.57,19.6,0.05,0.00,0.00,0.08,0.08,0.07,0.10,0.10,Matches
411,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,28,1990,36.2,0.03,0.39,0.08,21.4,0.39,0.08,0.07,0.33,9.5,0.00,0.00,0.00,0.04,0.04,0.10,-0.01,-0.01,Matches
412,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,25,1992,18.6,0.22,1.56,0.48,31.0,1.56,0.49,0.14,0.44,13.5,0.00,0.00,0.00,0.16,0.16,0.10,0.05,0.05,Matches
413,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,31,1986,38.0,0.00,0.03,0.00,0.0,0.03,0.00,0.00,,9.0,0.00,0.00,0.00,0.00,0.00,0.05,-0.00,-0.00,Matches
414,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,28,1989,9.3,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,16.0,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
415,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,27,1990,18.2,0.33,3.08,0.93,30.4,3.07,0.93,0.11,0.35,21.8,0.22,0.00,0.00,0.19,0.19,0.06,0.14,0.14,Matches
416,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,24,1993,8.4,0.12,1.19,0.36,30.0,1.19,0.36,0.10,0.33,16.3,0.00,0.00,0.00,0.10,0.10,0.08,0.02,0.02,Matches
417,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,27,1991,24.9,0.04,0.72,0.24,33.3,0.72,0.24,0.06,0.17,25.7,0.12,0.00,0.00,0.04,0.04,0.06,-0.00,-0.00,Matches
418,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,18,2000,25.6,0.08,1.09,0.39,35.7,1.10,0.39,0.07,0.20,14.4,0.00,0.00,0.00,0.13,0.13,0.11,-0.05,-0.05,Matches
419,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,26,1991,11.8,0.51,2.20,0.85,38.5,2.20,0.85,0.23,0.60,19.1,0.42,0.00,0.00,0.31,0.31,0.14,0.19,0.19,Matches
420,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,23,1995,28.8,0.03,0.69,0.21,30.0,0.69,0.21,0.05,0.17,19.6,0.00,0.00,0.00,0.03,0.03,0.05,0.00,0.00,Matches
421,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,26,1992,10.5,0.10,2.29,0.76,33.3,2.28,0.76,0.04,0.13,28.6,0.48,0.00,0.00,0.10,0.10,0.04,0.00,0.00,Matches
422,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,28,1989,34.6,0.38,2.34,0.84,35.8,2.34,0.84,0.14,0.38,19.4,0.20,0.06,0.14,0.31,0.20,0.08,0.06,0.12,Matches
423,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,29,1989,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
424,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,23,1994,31.7,0.22,2.02,0.69,34.4,2.02,0.69,0.11,0.32,14.7,0.00,0.00,0.00,0.21,0.21,0.10,0.02,0.02,Matches
425,David Silva\David-Silva,es ESP,MF,Manchester City,32,1986,26.7,0.22,1.87,0.67,36.0,1.87,0.67,0.12,0.33,13.4,0.15,0.00,0.00,0.26,0.26,0.14,-0.03,-0.03,Matches
426,Xande Silva\Xande-Silva,pt POR,FW,West Ham,21,1997,0.2,0.00,10.0,0.00,0.0,10.00,0.00,0.00,,14.5,0.00,0.00,0.00,0.50,0.50,0.03,-0.50,-0.50,Matches
427,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,31,1987,3.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
428,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,21,1996,4.5,0.00,0.44,0.22,50.0,0.45,0.22,0.00,0.00,8.3,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
429,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,21,1997,2.4,0.00,2.08,0.42,20.0,2.12,0.42,0.00,0.00,16.3,0.00,0.00,0.00,0.25,0.25,0.12,-0.25,-0.25,Matches
430,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,28,1989,25.9,0.00,0.58,0.12,20.0,0.58,0.12,0.00,0.00,23.8,0.00,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,Matches
431,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,17,2000,2.4,0.00,0.83,0.00,0.0,0.82,0.00,0.00,,13.8,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
432,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,19,1999,1.2,0.00,1.67,0.00,0.0,1.61,0.00,0.00,,11.3,0.00,0.00,0.00,0.17,0.17,0.09,-0.17,-0.17,Matches
433,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,28,1989,23.6,0.04,0.51,0.17,33.3,0.51,0.17,0.08,0.25,8.4,0.00,0.00,0.00,0.05,0.05,0.09,-0.00,-0.00,Matches
434,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,27,1991,23.0,0.04,0.35,0.04,12.5,0.35,0.04,0.13,1.00,21.1,0.00,0.00,0.00,0.02,0.02,0.05,0.03,0.03,Matches
435,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,26,1992,12.7,0.00,0.16,0.00,0.0,0.16,0.00,0.00,,27.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
436,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,30,1987,24.7,0.08,1.26,0.32,25.8,1.26,0.32,0.06,0.25,19.0,0.16,0.00,0.00,0.09,0.09,0.07,-0.01,-0.01,Matches
437,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,26,1991,16.6,0.06,0.60,0.18,30.0,0.60,0.18,0.10,0.33,28.5,0.06,0.00,0.00,0.02,0.02,0.03,0.04,0.04,Matches
438,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,21,1997,0.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
439,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,20,1997,3.9,0.00,2.31,0.77,33.3,2.33,0.78,0.00,0.00,13.8,0.00,0.00,0.00,0.23,0.23,0.10,-0.23,-0.23,Matches
440,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,28,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
441,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,22,1996,4.1,0.00,0.49,0.24,50.0,0.48,0.24,0.00,0.00,8.0,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
442,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,39,1979,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
443,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,28,1989,11.5,0.17,2.87,0.78,27.3,2.88,0.79,0.03,0.11,19.8,0.87,0.09,0.09,0.34,0.27,0.10,-0.17,-0.18,Matches
444,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,29,1989,27.6,0.04,0.36,0.07,20.0,0.36,0.07,0.10,0.50,25.9,0.00,0.00,0.00,0.01,0.01,0.03,0.03,0.03,Matches
445,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,24,1994,18.9,0.05,0.37,0.26,71.4,0.37,0.26,0.14,0.20,8.5,0.00,0.00,0.00,0.04,0.04,0.10,0.02,0.02,Matches
446,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,23,1994,30.8,0.55,2.47,1.20,48.7,2.47,1.20,0.22,0.46,13.5,0.03,0.00,0.00,0.43,0.43,0.17,0.13,0.13,Matches
447,John Stones\John-Stones,eng ENG,DF,Manchester City,24,1994,19.6,0.00,0.26,0.05,20.0,0.26,0.05,0.00,0.00,8.5,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
448,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,28,1989,5.7,0.35,3.16,1.05,33.3,3.18,1.06,0.11,0.33,20.6,0.00,0.00,0.00,0.21,0.21,0.07,0.14,0.14,Matches
449,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,24,1994,0.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
450,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,22,1996,11.7,0.09,2.39,0.94,39.3,2.40,0.94,0.04,0.09,16.7,0.00,0.00,0.00,0.23,0.23,0.10,-0.15,-0.15,Matches
451,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,29,1989,14.5,0.00,0.62,0.14,22.2,0.62,0.14,0.00,0.00,28.6,0.07,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
452,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,31,1986,16.0,0.00,0.56,0.06,11.1,0.56,0.06,0.00,0.00,23.3,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
453,Sam Surridge\Sam-Surridge,eng ENG,FWDF,Bournemouth,20,1998,0.1,0.00,20.0,10.0,50.0,13.85,6.92,0.00,0.00,12.0,0.00,0.00,0.00,4.00,4.00,0.20,-4.00,-4.00,Matches
454,Alexander Sørloth\Alexander-Sorloth,no NOR,FWMF,Crystal Palace,22,1995,2.1,0.00,1.90,0.95,50.0,1.95,0.97,0.00,0.00,11.1,0.00,0.00,0.00,0.10,0.10,0.06,-0.10,-0.10,Matches
455,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,22,1995,13.2,0.08,0.83,0.23,27.3,0.83,0.23,0.09,0.33,18.0,0.08,0.00,0.00,0.05,0.05,0.05,0.03,0.03,Matches
456,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,25,1992,34.3,0.09,0.70,0.23,33.3,0.70,0.23,0.13,0.38,6.8,0.00,0.00,0.00,0.10,0.10,0.16,-0.02,-0.02,Matches
457,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,24,1993,36.0,0.00,0.17,0.00,0.0,0.17,0.00,0.00,,27.1,0.00,0.00,0.00,0.00,0.00,0.02,-0.00,-0.00,Matches
458,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,21,1997,12.1,0.25,2.48,0.83,33.3,2.49,0.83,0.10,0.30,24.5,0.17,0.00,0.00,0.15,0.15,0.06,0.10,0.10,Matches
459,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,29,1989,28.4,0.04,0.81,0.25,30.4,0.81,0.25,0.04,0.14,11.9,0.00,0.00,0.00,0.05,0.05,0.05,-0.01,-0.01,Matches
460,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,22,1996,26.5,0.08,0.91,0.23,25.0,0.91,0.23,0.08,0.33,23.2,0.08,0.00,0.00,0.06,0.06,0.07,0.01,0.01,Matches
461,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,27,1991,11.8,0.25,2.88,1.27,44.1,2.89,1.27,0.09,0.20,14.3,0.00,0.00,0.00,0.33,0.33,0.11,-0.08,-0.08,Matches
462,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,27,1991,33.4,0.18,1.86,0.51,27.4,1.85,0.51,0.10,0.35,20.8,0.00,0.00,0.00,0.15,0.15,0.08,0.03,0.03,Matches
463,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,22,1996,10.0,0.10,1.90,0.70,36.8,1.90,0.70,0.05,0.14,18.6,0.00,0.00,0.00,0.12,0.12,0.06,-0.02,-0.02,Matches
464,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,19,1999,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
465,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Tottenham,27,1990,25.3,0.04,0.32,0.12,37.5,0.32,0.12,0.13,0.33,21.0,0.16,0.00,0.00,0.02,0.02,0.06,0.02,0.02,Matches
466,Antonio Valencia\Antonio-Valencia,ec ECU,DFMF,Manchester Utd,32,1985,5.2,0.00,0.38,0.00,0.0,0.39,0.00,0.00,,25.6,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
467,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,19,1999,19.0,0.11,0.32,0.26,83.3,0.32,0.26,0.33,0.40,13.4,0.00,0.00,0.00,0.03,0.03,0.10,0.07,0.07,Matches
468,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,31,1987,30.3,0.59,2.48,1.06,42.7,2.48,1.06,0.19,0.44,12.5,0.00,0.13,0.17,0.58,0.45,0.19,0.02,0.01,Matches
